,fecha,likes,nota_id,nota_url,respuestas,texto,usuario,es_respuesta
57503,19:43 18/10/2018,3.0,746,https://www.lanacion.com.ar/2183027-san-miguel-vecinos-tiraron-piedras-se-enfrentaron,1,Despuès los llamas cimarrones y se te enojan ,nesfer24,False
57520,19:41 18/10/2018,2.0,746,https://www.lanacion.com.ar/2183027-san-miguel-vecinos-tiraron-piedras-se-enfrentaron,0,A los marrones claro y oscuro también...,unode2,False
57577,19:27 18/10/2018,2.0,746,https://www.lanacion.com.ar/2183027-san-miguel-vecinos-tiraron-piedras-se-enfrentaron,0,"Podemos vender un tour de la angustia a turistas extranjeros de paises en serio...El mismo consiste en excursiones en el CONURBANO BONAERENSE, pero con la debida aclaracion que son mas peligrosos e inentendibles que los de la Sabana Africana con todas sus bestias salvajes, aqui son peores.",RaulOsma,False
57579,19:26 18/10/2018,1.0,746,https://www.lanacion.com.ar/2183027-san-miguel-vecinos-tiraron-piedras-se-enfrentaron,0,"En las otras notas sobre este inocentr angelito no se puede comentar, asi que lo que tengo que decir lo dire aca: NO ME IMPORTA QUIEN LO HAYA HECHO, PERO ESE ES UNA MER.DE, NI LAS BESTIAS TOCAN A SUS CRIAS!!!!!!!!!!.",hector_umansky,False
57596,19:21 18/10/2018,2.0,746,https://www.lanacion.com.ar/2183027-san-miguel-vecinos-tiraron-piedras-se-enfrentaron,0,"Esos pardos en la calle, eran los hijos no reconocidos de los Moyano?",jxxiii,False
57697,18:41 18/10/2018,1.0,746,https://www.lanacion.com.ar/2183027-san-miguel-vecinos-tiraron-piedras-se-enfrentaron,0,@nelsoncga1978 Son cimarrones y lo llevan en el ADN de sus abuelos peronist@s.,Trigono,True
58187,23:54 19/10/2018,2.0,752,https://www.lanacion.com.ar/2183387-macri-habla-cierre-del-coloquio-idea,0,@Vicente A los cimarrones los pone en 2 patas,nesfer24,True
60465,18:39 19/10/2018,4.0,776,https://www.lanacion.com.ar/2183360-llavallol-familia-resistio-entradera-mato-dos-delincuentes,0,"fuerza maestro ojala  mejore rápido, felicitaciones por los dos marrones que bajaron, exención impositiva a la familia, y reconocimiento en el congreso ",pamepamepame,False
63729,15:15 20/10/2018,5.0,830,https://www.lanacion.com.ar/2183626-ojala-presidente-escuche-mensaje-dijo-pablo-moyano,0,"Mauricio, perdóname por haberte criticado tan duro estos meses, ponete las pilas please, reactiven la economía y sálvennos del ‘mal’, porque eso es lo que son esos curas y las ´bestias´ que asistieron.",bertoglio1959,False
64451,20:32 21/10/2018,5.0,847,https://www.lanacion.com.ar/2183826-caravana-inmigrantes-donald-trump-honduras-guatemala-mexico,1,"Debe haber un error. 
¿quieren ir al país en donde gobierna el loco Trump?
¿quieren ir allí donde el presidente es un energúmeno, que castiga a latigazos a los pardos de piel?
Tienen la brújula mal muchachos, hay que hacer balsas e ir a Cuba o bajar hacia el sur, hacia la república bolivariana.",cborja,False
64534,16:52 21/10/2018,4.0,847,https://www.lanacion.com.ar/2183826-caravana-inmigrantes-donald-trump-honduras-guatemala-mexico,0,"¡¡¡ Y MÉXICO, CUANDO NO, HACIENDO MEXICANEADAS !!!
No solo manda a EE UU droga y la escoria social propia...Sino que ahora presta su territorio para que invadan EE UU otros paises.",BorgesAlvarez,False
65165,08:06 22/10/2018,4.0,860,https://www.lanacion.com.ar/2183856-giro-megacausa-estafa-inmobiliaria-santa-fe-15,0,"Esto es broma? y que queda para los estafados??? que circo que este pais,,,lleno de escoria que no se termina nunca",tavisanisky,False
65721,19:10 22/10/2018,2.0,876,https://www.lanacion.com.ar/2184093-la-historia-del-canibal-japones-se-comio,0,"@guepardo
Son proteínas animales. Las cucarachas son muy nutritivas; al igual que las gallinas (las aves, no los hinchas de River) comen de todo –literalmente- incluso los cadáveres de otras cucarachas muertas. Son costumbres, culturas. A mí personalmente me da no se qué, pero es cuestión de gustos; como se dice, cada uno es cada uno y cada cual es cada cual.
El canibalismo, la antropofagia es otra cuestión. Por lo que se sabe, el hombre no se come a sus congéneres por hambre, por alimento puro (exceptuando casos excepcionales como los rugbiers uruguayos) sino por motivos que rozan lo cultural, motivos muy diversos y contradictorios: me como al enemigo a quien derroté en una pelea como muestra de que lo derroté totalmente, de que su cuerpo me pertenece. O bien, me como a alguien que quería (pariente o algo así) para en cierto modo incorporarlo a mi cuerpo. También por motivos religiosos, etc Pero por hambre pura, como alimento, por lo general no.",pallaresdiazjm,True
67151,23:37 22/10/2018,13.0,891,https://www.lanacion.com.ar/2184246-en-su-intento-defensa-sheila-tambien-le,0,"@-predator NO seas CRETINO!! la pobre chica NO buscó nada... La pobre tenía padres y tíos q son bestias humanas y encima
adictos a drogas y alcohol. Tenemos en Argentina un buen porcentaje de ""humanoides"" q NO tienen el menor sentido de familia ni de moral... Qué harán ahora los 3 hijos q ya tenía esta hiena más pobre bebé que nació ahora ??? Me parece q por lo q escribiste vos tampoco tenés ningún sentimiento de familiani de cariño por los chicos.",caia45,True
68229,20:36 23/10/2018,,918,https://www.lanacion.com.ar/2184466-con-mas-concesiones-al-pj-oficialismo-avanza,0,"Shhhh pardo..
Shhhhhh",melanee,False
