,es_respuesta,fecha,likes,nota_id,respuestas,texto,url,usuario,autor,seccion,titulo,severe_toxicity,toxicity,caracteres,caracteresSE
59630,False,20:35 20/10/2018,,800,1.0,Esto le debemos a este inepto ladron  e hijo de un mafioso ladron VOLVEMOS A PERONIA ysi no le ponemos una tobillera elctronica a Macr SE VA A FUGAR,https://www.lanacion.com.ar/2183633-los-politicos-sindicalistas-participaron-del-acto-moyano,ermindogranero,,Política,Los políticos y sindicalistas que participaron del acto de Moyano en Luján,0.850742,0.9606971,148,119
46395,False,16:41 15/10/2018,9.0,650,2.0,"Ignorante. Peronio hipócrita e inútil. Peronio mentiroso. Atrasado. En fin, peronio. ",https://www.lanacion.com.ar/2181926-sergio-massa-washington-entre-fondo-argentinos-elijo,ELENAEGGIMANN,Rafael Mathus Ruiz,Política,"Sergio Massa en Washington: ""Entre el Fondo y los argentinos, elijo a los argentinos""",0.7266589,0.92028683,85,74
18839,False,20:55 02/10/2018,11.0,261,0.0,"Esta petisa, gorda es la que le enseñaba actuación a la Porota. Ladrona cara dura.",https://www.lanacion.com.ar/2177813-la-justicia-inhibio-bienes-andrea-del-boca,VickiFeller,,Política,La Justicia inhibió los bienes de Andrea del Boca y Julio De Vido por la novela Mamá Corazón,0.79434603,0.904667,82,68
46055,False,20:15 15/10/2018,2.0,650,1.0,"ELEGISTE A LOS LADRONES ... PRIMERO MENEM, TE CASASTE CON LA HIJA DE UN DELINCUENTE, DESPUÉS ELEGISTE A DUHSLDE, A NESHTOR Y A POROTA ... ASÍ ELEGIS .... ELEGIS LADRONES Y DELINCUENTES",https://www.lanacion.com.ar/2181926-sergio-massa-washington-entre-fondo-argentinos-elijo,Soyargentino,Rafael Mathus Ruiz,Política,"Sergio Massa en Washington: ""Entre el Fondo y los argentinos, elijo a los argentinos""",0.8825915000000001,0.87302434,184,153
48546,False,23:24 16/10/2018,,679,0.0,oi ku ku ku ku peronios! peronios son brutos peronios! en peronia no saben nada los peronios. peronio peronio oooo peronia ... que facil identificar al mamarracho que se siente que es mas de lo que es... paveando casi a media noche en el foro,https://www.lanacion.com.ar/2182289-michetti-pena-cerraron-investigacion-administrativa-caso-del,Usuarioequis,Maia Jastreblansky,Política,Michetti y Peña cerraron la investigación administrativa sobre el Correo Argentino,0.7857894,0.86867005,242,198
54401,True,20:45 18/10/2018,,746,0.0,No entendiste payaso. Estos paraguayos los trajo la Porota,https://www.lanacion.com.ar/2183027-san-miguel-vecinos-tiraron-piedras-se-enfrentaron,Kavenaghi,,Sociedad,San Miguel: vecinos tiraron piedras y se enfrentaron a la policía luego de la aparición del cuerpo de Sheila Ayala,0.7203109000000001,0.8609395000000001,58,50
16467,True,12:51 01/10/2018,,223,0.0,"@Myanki @locomanu vos tal vez.....el globerto promedio te asocia bolivia con el populismo, con los k la uizqueirda, los negros, y demás, y festeja ni sabe que. No te hagas el sotanga.",https://www.lanacion.com.ar/2177357-chile-bolivia-disputa-salida-al-mar-corte,locomanu,,El Mundo,Fallo histórico: La Haya rechazó el reclamo de Bolivia para negociar con Chile la salida al mar,0.8825915000000001,0.8023977,183,152
10585,False,16:29 29/09/2018,1.0,156,1.0,al Globerto le sacas a CRISTINA de la boca....y se desorienta...no sabe que otra phijja chupar ,https://www.lanacion.com.ar/2176898-nicolas-dujovne-no-tengo-miedo-no-se,ccmaxima,,Economía,"Nicolás Dujovne: ""No tengo miedo de que no se pueda controlar el dólar""",0.5923510000000001,0.8023977,95,79
19746,True,03:13 04/10/2018,,291,1.0,@ccmaxima Gato le dicen las ratas...en cambio a tu jefa su misma gente le decía la araña ,https://www.lanacion.com.ar/2178192-el-gobierno-sumo-apoyo-dos-gobernadores-mas,Argentinaseraluz,Santiago Dapelo,Política,El Gobierno sumó el apoyo de dos gobernadores más para el presupuesto,0.45964095,0.77750224,89,72
22863,False,23:22 04/10/2018,2.0,326,0.0,"A Porota se le rìe el ku lo, renuncia Garavano! ",https://www.lanacion.com.ar/2178599-garavano-tormenta-macri-rechazo-su-renuncia-le,nesfer24,Santiago Dapelo,Sociedad,"Las 24 horas de vértigo de Garavano, de la renuncia al respaldo de Macri",0.7143732,0.77750224,48,38
26728,True,21:48 06/10/2018,1.0,382,0.0,siempre q salta un acto de corrupcion d don gato y su pandilla la unica defensa es q la banda d la loka es peor Si te tranquiliza reconozco q el pro es el segundo gobierno mas corrupto e inepto d la historia,https://www.lanacion.com.ar/2179233-carrio-indignada-cambio-afip-equivale-aliarse-echegaray,aoubel1,,Política,"Carrió, indignada por un cambio en la AFIP: ""Equivale a aliarse con Echegaray y su gente""",0.57570845,0.77750224,207,165
30099,True,15:19 07/10/2018,1.0,413,0.0,"Estos de kambiemos,los famosos trolls peña, eligen a porota",https://www.lanacion.com.ar/2179397-para-massa-pelea-macri-carrio-se-esta,mirabeau,,Política,"Para Massa, la interna entre Macri y Carrió ""se está transformando en un gran papelón""",0.6518520000000001,0.77750224,59,51
35925,False,17:09 09/10/2018,,475,3.0,Anotate este nombre Globerto.......CRISTINA FERNANDEZ DE KICHRNER,https://www.lanacion.com.ar/2180053-la-oposicion-convoca-sesion-anular-aumento-gas,ccmaxima,Gabriel Sued,Política,La oposición convoca a una sesión para anular el aumento en el gas,0.62368,0.77750224,65,59
9233,False,19:50 28/09/2018,3.0,142,1.0,"Aaaahhh..los pibes hace 2 semanas que abrieron la pizzería, todavía este payaso inutil no los arruinó, ya les va a llegar. En dos meses cierran y van a estar del otro lado, ppuutteeaannddoo al Gato.",https://www.lanacion.com.ar/2176637-mauricio-macri-critico-agresiones-recibio-pareja-visito,amebalca,,Política,Mauricio Macri criticó las agresiones que recibió una pareja a la que visitó en Machwitz,0.5690896,0.77750224,198,164
37766,True,22:20 10/10/2018,,507,0.0,Pero sabes que no lo soy...en cambio vos si sos un pobre globerto devenido en trolle agachándote por 3 mangos,https://www.lanacion.com.ar/2180482-en-semana-podrian-dejar-funcionar-17-millones,basta_de_bananas,Daniel Gallo,Sociedad,Dentro de una semana podrían dejar de funcionar 17 millones de celulares,0.5644429,0.77750224,109,90
34035,False,23:32 09/10/2018,5.0,472,0.0,"Gordo máximo ""raya"" Kirchner. Pensar que es diputado. Sólo en peronia.",https://www.lanacion.com.ar/2180128-cuadernos-coimas-bonadio-cito-indagatoria-maximo-kirchner,darilsito,,Política,Cuadernos de las coimas: Bonadio citó a indagatoria a Máximo Kirchner por el dinero ilegal en la campaña,0.7266589,0.74692386,70,60
36215,False,21:49 10/10/2018,1.0,488,1.0,"En todos los foros hay muchos pavos que defienden este gobierno que se va a muerte, y no se dan cuenta que al gato macri lo votaron para sacar a la loca cebra Cristina...., Pero ya fueee!!! Chau macri!! Que pase el que sigue algún día los argentinos vamos a encontrar un tipo inteligente como fue peron!!!",https://www.lanacion.com.ar/2180464-polemica-gas-cuanto-aumento-factura-cada-usuario,ron_1091,Pablo Fernández Blanco,Economía,Cuánto aumentó la factura de gas para cada usuario en la gestión de Macri,0.7858086999999999,0.68848574,305,249
10922,False,13:04 29/09/2018,2.0,175,0.0,"Da gracia el genuflexo patético éste !! Con el trato que le dispensa la Porota a él y a su Partido Justicialista, Gioja sigue aferrado a sus polleras.",https://www.lanacion.com.ar/2176857-jose-luis-gioja-presupuesto-llevense-papeles-traigan,NuestraRepublica,,Política,"José Luis Gioja, sobre el presupuesto: ""Llévense los papeles y traigan una propuesta nueva""",0.5993552,0.68848574,150,123
45037,True,00:29 16/10/2018,,639,0.0,@mbrachini @c2247275 @eargentum jajjaja un peronio llamando a otro subdesarrollo? que caradura!,https://www.lanacion.com.ar/2181983-cada-vez-mas-cerca-bolsonaro-mantiene-amplia,Myanki,,El Mundo,Cada vez más cerca: Bolsonaro mantiene una amplia ventaja de cara al ballottage,0.47398484,0.68848574,95,84
30098,False,15:05 07/10/2018,2.0,413,1.0,Que lindo va a ser cuando todos estos habladores patéticos que aquí opinan tengan que elegir en balotage el año que viene entre Sergio Massa y Porota.. jajajaja,https://www.lanacion.com.ar/2179397-para-massa-pelea-macri-carrio-se-esta,LeonSKennedy,,Política,"Para Massa, la interna entre Macri y Carrió ""se está transformando en un gran papelón""",0.4944182,0.68278575,160,133
5918,True,17:49 27/09/2018,3.0,99,0.0,@rcadelli Que raro un peronio ignorante que no tiene idea de como ha crecido la pobreza en los últimos 70 años.,https://www.lanacion.com.ar/2176184-pobreza-indigencia-indec,Myanki,Francisco Jueguen,Economía,"La pobreza fue de 27,3% en el primer semestre y alcanza a 12 millones de personas",0.33458096,0.67429656,111,91
6595,True,23:27 27/09/2018,,112,0.0,@aust1135 otro peronio ardido...,https://www.lanacion.com.ar/2176224-mauricio-macri,Myanki,,Política,"Mauricio Macri, sobre el aumento de la pobreza: ""Refleja las turbulencias de los últimos meses""",0.47525543,0.67429656,32,29
7197,False,18:26 27/09/2018,9.0,113,0.0,TE AFANASTE TODO POROTA DELINCUENTE,https://www.lanacion.com.ar/2176203-se-entrego-comodoro-py-roberto-sosa-otro,BRUCE54,Hernán Cappiello,Política,"Los cuadernos de las coimas: se entregó en Comodoro Py Ricardo Barreiro, el jardinero de los Kirchner",0.5151166,0.67200774,35,31
34466,True,19:38 09/10/2018,,472,0.0,"@jorgebarro Que este impresentable se legislador y que el balbuceante sea presidente sería una frase más creíble,claro,si no estás teñido de partidismo y te da para ver el desastre que es peronia.",https://www.lanacion.com.ar/2180128-cuadernos-coimas-bonadio-cito-indagatoria-maximo-kirchner,EduardoMain,,Política,Cuadernos de las coimas: Bonadio citó a indagatoria a Máximo Kirchner por el dinero ilegal en la campaña,0.56116796,0.67121553,196,165
54403,True,20:47 18/10/2018,,746,0.0,Los trajo poroto porota... Pero los puede sacar makri... Para eso lo votamos... Bobo...,https://www.lanacion.com.ar/2183027-san-miguel-vecinos-tiraron-piedras-se-enfrentaron,torn0569,,Sociedad,San Miguel: vecinos tiraron piedras y se enfrentaron a la policía luego de la aparición del cuerpo de Sheila Ayala,0.37998942,0.6681696999999999,87,74
29902,True,16:32 07/10/2018,4.0,412,0.0,"@Adolfo__T_Cantu El ""gato"" es cierto caza ratas kirchneristas con enorme habilidad, Bullrich a cual te referís al que le ganó a Porota o a la Sra Ministra de Seguridad ? seguis con la foto de Maldonado colgada o te pusiste la de Milagros ? jajajaj terminan todos sopres y no vuelven mas",https://www.lanacion.com.ar/2179413-elisa-carrio-macri-va-tener-elegir-pero,alapipeta4,,Política,"Elisa Carrió aclara que no romperá con Cambiemos, pero insiste con que ""la impunidad no es negociable""",0.5490298000000001,0.66056776,286,235
55091,False,00:26 20/10/2018,,752,1.0,"escuchate este Globerto....jajajaajaa   esta buenissiisiimoo ..
Moyano..preso !.....jajajajjjajajjajajjaaa",https://www.lanacion.com.ar/2183387-macri-habla-cierre-del-coloquio-idea,ccmaxima,,Economía,"Macri apuntó contra Moyano: ""No podemos tener métodos mafiosos en todo el sistema logístico""",0.56116796,0.64520586,109,101
36242,True,20:48 10/10/2018,1.0,488,0.0,"@NacionJU Eso demuestra que ese agrogarca es mentiroso, nada más. Como argumento para justificar los tarifazos es muy endeble, globerto..",https://www.lanacion.com.ar/2180464-polemica-gas-cuanto-aumento-factura-cada-usuario,AlanBiqqeNotDead,Pablo Fernández Blanco,Economía,Cuánto aumentó la factura de gas para cada usuario en la gestión de Macri,0.535513,0.63971275,137,118
31779,False,18:46 08/10/2018,3.0,443,1.0,"Se acuerdan del dicho ""en Argentina solo van presos los perejiles"", eso se acabó. Lo economico mejorará gradualmente estuvimos 12 años haciendo el pago minimo con la tarjeta de credito para que estos corruptos intoxiquen con planes en busca de subditos, se acabó el flan, a pagar la fiesta , a sacarles el ultimo mango a estos delincuentes y carcel comun para la familia mas corrupta de la argentina Floppy va primera, despues Porota y despues Mr Play que sin laburar tiene 94.000.000 de pesos jajajaja terminan todos y TODES presos",https://www.lanacion.com.ar/2179723-confirman-procesamiento-cristina-kirchner-sus-hijos-causa,alapipeta4,,Política,Confirman el procesamiento de Cristina Kirchner y sus hijos en la causa Hotesur,0.7487304,0.6363994000000001,532,442
59105,False,16:15 20/10/2018,2.0,799,2.0,gato mitomano robas hace 40 años y sos complice del genocidio.ahora se te destapo todo.,https://www.lanacion.com.ar/2183641-los-cuadernos-coimas-bonadio-pidio-detencion-inmediata,dcrippa1,,Política,Los cuadernos de las coimas: Bonadio ordenó la detención inmediata de la viuda de Daniel Muñoz,0.7266589,0.6347176999999999,87,73
65262,True,14:28 23/10/2018,1.0,891,0.0,"@Mi_tierra   el gato barre tanto que se llenó de mugre panamá y otros paraísos fiscales. Impresentables estos tipos, especialistas desde contabando hasta evasión impositiva!! ",https://www.lanacion.com.ar/2184454-mauricio-macri-agradecio-quienes-le-pusieron-hombro,susana87,,Política,"Mauricio Macri agradeció a quienes ""le pusieron el hombro a semejante depreciación de la moneda""",0.7266589,0.63466895,175,149
58770,False,19:13 20/10/2018,6.0,799,1.0,o sea que el impresentable de muñoz y su mujer lo bolsilleaban a nefastor y porota,https://www.lanacion.com.ar/2183641-los-cuadernos-coimas-bonadio-pidio-detencion-inmediata,ieroslav,,Política,Los cuadernos de las coimas: Bonadio ordenó la detención inmediata de la viuda de Daniel Muñoz,0.7266589,0.6343651,82,67
8692,True,23:30 28/09/2018,,140,0.0,@RRRIOS no me digas que sos el típico peronio que quiere default?,https://www.lanacion.com.ar/2176737-en-cumbre-partidaria-cambiemos-hizo-autocritica-empezo,Myanki,Mariano Obarrio,Política,"Con una tibia autocrítica, Cambiemos buscó motivarse con vistas a 2019",0.53003645,0.6332061,65,54
54616,True,19:48 18/10/2018,2.0,746,0.0,"@iguida1 @ChrisMB No, los izquierdistas ignoran a los blancos que todo lo pagan, y sufren por los marrónidos que viven como animales.

Ni siquiera leyeron a Marx sobre el lumpen...",https://www.lanacion.com.ar/2183027-san-miguel-vecinos-tiraron-piedras-se-enfrentaron,Fela_Kuti,,Sociedad,San Miguel: vecinos tiraron piedras y se enfrentaron a la policía luego de la aparición del cuerpo de Sheila Ayala,0.7266589,0.6289148,186,158
59509,False,22:17 20/10/2018,1.0,800,3.0,"PERONIA ES ESTO .  un delincuente capo de la mafia de los camioneros se pelea con otro delincuente, hijo del capo de la mafia de los coimeros de la patria contratista",https://www.lanacion.com.ar/2183633-los-politicos-sindicalistas-participaron-del-acto-moyano,ermindogranero,,Política,Los políticos y sindicalistas que participaron del acto de Moyano en Luján,0.7266589,0.6260819999999999,166,135
11098,False,07:05 30/09/2018,9.0,178,0.0,"Por que va a NY, no debería actuar en Venezuela, como todos los izquierdistas populistas",https://www.lanacion.com.ar/2176929-fito-paez-hablo-kirchnerismo-nueva-york-nunca,sharon1975,,Sociedad,"Fito Páez habló sobre el kirchnerismo en Nueva York: ""Nunca pertenecí a ese movimiento""",0.7008002,0.61114275,88,74
45026,False,00:21 16/10/2018,4.0,639,1.0,"Bolsonaro arrasa en 2da vuelta. Los chillidos izquierdistas argentinos no sirven de nada el triunfo es inevitable. El brasileño promedio quiere que el ladrón muera, el violador muera, los narcos mueran. La gente pide mano dura de la manera mas genuina que es mediante el voto. Va a correr mucha sangre y se van a construir muchos presidios en esta depuración social que se viene.",https://www.lanacion.com.ar/2181983-cada-vez-mas-cerca-bolsonaro-mantiene-amplia,killerrift1,,El Mundo,Cada vez más cerca: Bolsonaro mantiene una amplia ventaja de cara al ballottage,0.86990845,0.60290027,379,315
48564,True,23:11 16/10/2018,,679,0.0,"@Eduardo1440 @Myanki @Usuarioequis típico del peronio cuando se queda sin argumento, empieza con el verso de troll.
Nada peor que un bruto lego hablando de derecho.",https://www.lanacion.com.ar/2182289-michetti-pena-cerraron-investigacion-administrativa-caso-del,Myanki,Maia Jastreblansky,Política,Michetti y Peña cerraron la investigación administrativa sobre el Correo Argentino,0.49592477,0.6000403,167,143
3993,True,21:49 25/09/2018,3.0,52,0.0,"@jlopez149 @elopez3 La porota Y SUS BANDAS de delincuentes, vaciaron Nuestro País. ",https://www.lanacion.com.ar/2175513-en-onu-macri-dijo-denunciara-al-regimen,mojeda12,Rafael Mathus Ruiz,Política,"En la ONU, Macri dijo que denunciará al régimen de Maduro ante la Corte de La Haya",0.7266589,0.5984279,83,71
1593,False,07:21 25/09/2018,1.0,22,0.0,Pero estos son todos bufones de la corte de la monarca. Que hacemos con Peronia? La decadencia asegurada !,https://www.lanacion.com.ar/2175265-quienes-es-quien-todos-protagonistas-del-acto,samus26,,Política,Quién es quién: todos los protagonistas del acto de la CTA,0.5165388,0.5903941999999999,106,88
29664,False,17:36 07/10/2018,4.0,412,3.0,"COINCIDO CON EL ENOJO Y LAS RAZONES DE CARRIÓ, PERO NO POR ELLO COINCIDO CON SU MODUS OPERNADI, ES UNA SALVAJE!! Y PLANTEAR ""ELIGE O CAE"" NO LA HACE DIFERENTE A MOYANO O LA POROTA.  LA GORDA DERRAPA POR SU ENORME EGO, Y DERRAPA FEO. SI YO FUERA MACRI, MEJOR SACÁRSELA DE ENCIMA. ES UNA GRASA.",https://www.lanacion.com.ar/2179413-elisa-carrio-macri-va-tener-elegir-pero,Ritossa,,Política,"Elisa Carrió aclara que no romperá con Cambiemos, pero insiste con que ""la impunidad no es negociable""",0.7266589,0.58826876,292,236
17742,False,22:38 01/10/2018,9.0,237,0.0,En la inviable Peronia los que trabajan de veras tienen que mantener todo este descarte social -que encima- hacen paros salvajes.,https://www.lanacion.com.ar/2177504-abrieron-sumarios-docentes-hicieron-fiesta-escuela-cerrada,samus26,,Sociedad,Abrieron sumarios contra docentes que hicieron una fiesta en una escuela cerrada de Moreno,0.54349107,0.58826876,129,109
13850,True,09:15 01/10/2018,,208,0.0,"@Delfina97 @nesfer24 todos lamentamos lo que pasó, pero no se puede dejar de admitir que lo mató la ignorancia que son los que votan a porota",https://www.lanacion.com.ar/2177124-temporal-pilar-arroyo-adolescente-desaparecido-cristina-roldan,carlos_nati,,Sociedad,Pilar: hallaron muerto al joven que se tiró a un arroyo en medio del temporal,0.58099604,0.58797055,141,116
7154,False,19:12 27/09/2018,5.0,113,0.0,"TRANQUILA POROTA, DADY BRIEVA, EL PAYASO CON CORNAMENTA Y SU NOVIA EL GATO BAILARÍN TE DEFIENDEN ..... JEJE",https://www.lanacion.com.ar/2176203-se-entrego-comodoro-py-roberto-sosa-otro,BRUCE54,Hernán Cappiello,Política,"Los cuadernos de las coimas: se entregó en Comodoro Py Ricardo Barreiro, el jardinero de los Kirchner",0.4630031,0.58783007,107,90
8687,True,23:11 28/09/2018,,140,0.0,"@mbetuska @Myanki Peronio ardido, a quien vas a votar a la loka o pichetto?",https://www.lanacion.com.ar/2176737-en-cumbre-partidaria-cambiemos-hizo-autocritica-empezo,Myanki,Mariano Obarrio,Política,"Con una tibia autocrítica, Cambiemos buscó motivarse con vistas a 2019",0.5200202,0.58719254,75,62
4037,True,21:20 25/09/2018,,52,0.0,@gargamelx Cuando iba Porota (la ladrona serial) se iba hasta la que le deja el vaso de H2cero.,https://www.lanacion.com.ar/2175513-en-onu-macri-dijo-denunciara-al-regimen,jlopez149,Rafael Mathus Ruiz,Política,"En la ONU, Macri dijo que denunciará al régimen de Maduro ante la Corte de La Haya",0.40249512,0.58719254,95,78
5401,False,20:29 28/09/2018,,99,0.0,vamos gato todavía!!! hay que terminar con la pobreza y el método infalible es matar a todos los pobres!!!!,https://www.lanacion.com.ar/2176184-pobreza-indigencia-indec,egagliardi2,Francisco Jueguen,Economía,"La pobreza fue de 27,3% en el primer semestre y alcanza a 12 millones de personas",0.7266589,0.58719254,107,89
58375,True,22:14 20/10/2018,1.0,797,0.0,"@alex6253 @alapipeta4 ALEX MAÑANA HASTA LAS 14 HS PODES VISITAR A GENOCIDA MILANI, EL TE VA A ACARICIAR COMO ACARICIABA A POROTA JAJAJAJAJAJ",https://www.lanacion.com.ar/2183681-una-socia-viuda-munoz-se-convirtio-primera,alapipeta4,Iván Ruiz,Política,Una socia de la viuda de Muñoz se convirtió en la primera mujer detenida por los cuadernos de las coimas,0.56116796,0.58719254,140,118
1290,False,23:23 24/09/2018,,21,1.0,el gato con su jefa. Qué imagen más patética!,https://www.lanacion.com.ar/2175272-mauricio-macri-lagarde-cena-gala-wall-street,seukuntur,Rafael Mathus Ruiz,Política,Mauricio Macri saludó a Trump y cenó junto Lagarde en su gran agasajo en Wall Street,0.31608006,0.5823444999999999,45,37
6903,True,20:49 27/09/2018,3.0,113,0.0,"@mari_posita @pato_logico Gracias,Mary !!..la porota inspira..",https://www.lanacion.com.ar/2176203-se-entrego-comodoro-py-roberto-sosa-otro,pato_logico,Hernán Cappiello,Política,"Los cuadernos de las coimas: se entregó en Comodoro Py Ricardo Barreiro, el jardinero de los Kirchner",0.35636142,0.5807109,62,57
9081,True,22:17 28/09/2018,2.0,142,0.0,@rabogados La porota te tirada encima la AFIP,https://www.lanacion.com.ar/2176637-mauricio-macri-critico-agresiones-recibio-pareja-visito,Estanislas,,Política,Mauricio Macri criticó las agresiones que recibió una pareja a la que visitó en Machwitz,0.48529659999999997,0.5621501,45,38
33636,True,21:34 09/10/2018,1.0,471,0.0,"@fcab1 @altobelli @lopeshito1 Jajaja, qué candidez la suya, globerto.",https://www.lanacion.com.ar/2180135-lorenzetti-acuso-rosenkrantz-generar-clima-tension-temor,AlanBiqqeNotDead,,Política,"Lorenzetti le contestó a Rosenkrantz: habló de ""mediocridad"" y de generar un ""clima de tensión y temor""",0.44910863,0.5610705,69,61
39993,False,11:39 13/10/2018,2.0,547,0.0,"Lo de Macri es una burrada monumental en el tema de alquileres !!!!!!!! Para mí más que gato es un burro, intentar apretar el pequeño y mediano locador, lo único que logrará es que quede en el mercado de alquileres, las grandes empresas inmobiliarias que no tienen ni un ápice de contemplación con los inquilinos !!!!!!! Eso es lo que está logrando Macri con este puñado de leyes dictadas a la bartola !!!!!!!!",https://www.lanacion.com.ar/2181150-ley-alquileres-cuales-son-claves-del-proyecto,walter511,Julia D'Arrisso,Economía,Ley de alquileres: cuáles son las claves del proyecto que quiere aprobar el Gobierno,0.42942494,0.5603968,410,338
18776,True,22:58 02/10/2018,1.0,261,0.0,Y... la revolución necesita de gente como estos para desenmascarar la falsa ideología de la Asociación ILÍCITA del tuerto y Porota,https://www.lanacion.com.ar/2177813-la-justicia-inhibio-bienes-andrea-del-boca,eugenioc,,Política,La Justicia inhibió los bienes de Andrea del Boca y Julio De Vido por la novela Mamá Corazón,0.7266589,0.56035155,130,110
55963,False,18:12 19/10/2018,,756,24.0,"AQUI TIENEN A LOS TROLLS DE PEÑA,  hablando de cualquier cosa, de temas de otras notas... parecen chusmas de barrio... postean estupideces como doña tota y porota...¿HABRA QUE ESPERAR QUE LOS MODERADORES DEL FORO LOS ECHEN POR NO RESPETAR EL REGAMENTO, O  SERA NECESARIO QUE LA JUSTICIA PENAL LOS VENGA A BUSCAR ?",https://www.lanacion.com.ar/2183320-federici-uif-el-pais-estuvo-gobernado-organizacion,mbetuska,Ignacio Federico,Economía,"Federici, de la UIF: ""El país estuvo gobernado por una organización criminal destinada a lucrar""",0.41532576,0.558865,313,259
1334,True,23:03 24/09/2018,1.0,21,0.0,Esta desesperada la Porota. Se le hace agua a la boca,https://www.lanacion.com.ar/2175272-mauricio-macri-lagarde-cena-gala-wall-street,Kavenaghi,Rafael Mathus Ruiz,Política,Mauricio Macri saludó a Trump y cenó junto Lagarde en su gran agasajo en Wall Street,0.37741438,0.5342864,53,43
48132,True,22:39 16/10/2018,1.0,678,0.0,@nponces ah? por dios no sabes ni interpretar que es el decreto que dictó hoy... Nada peor que un peronio ignorante leyendo información sin entender.,https://www.lanacion.com.ar/2182331-luis-carzoglio-no-me-van-correr-aprietes,Myanki,,Política,"El juez que rechazó detener a Moyano aclaró: ""No me van a correr con aprietes""",0.3006933,0.5240073000000001,149,125
37272,False,23:50 10/10/2018,1.0,507,1.0,REFUGIATE EN BRASIL POROTA ... TU AMIGO BOLSONARO DIJE QUE TE ACOJE,https://www.lanacion.com.ar/2180482-en-semana-podrian-dejar-funcionar-17-millones,BRUCE54,Daniel Gallo,Sociedad,Dentro de una semana podrían dejar de funcionar 17 millones de celulares,0.44950312,0.5032603,67,56
23267,True,22:09 05/10/2018,5.0,328,0.0,@LautaroJaguar SI VOTAN O VOTARON A LA ARQUITECTA EGIPCIA QUE TAMBIEN ESTA MAL MEDICADA,https://www.lanacion.com.ar/2178578-hablo-mujer-agredio-jovenes-venezolanas-las-canitas,dacameron,,Sociedad,Habló la mujer que agredió a las jóvenes venezolanas en Las Cañitas,0.43686379999999997,0.5032082,87,74
12487,True,11:26 30/09/2018,1.0,190,0.0,"@spcristal Claro, si mantiene mas vagos que la Porota.",https://www.lanacion.com.ar/2176732-el-fin-exenciones-especiales-que-cambios-habria,George66,Silvia Stang,Economía,El fin de las exenciones especiales: qué cambios habría en Ganancias en 2019,0.32646254,0.500794,54,46
55525,True,19:58 19/10/2018,1.0,753,0.0,Si te falta reclámale a la Porota que te estafó,https://www.lanacion.com.ar/2183369-nicolas-dujovne-la-inflacion-se-esta-desacelerando,Kavenaghi,Francisco Jueguen,Economía,"Nicolás Dujovne: ""La inflación se está desacelerando""",0.43502602,0.5007589,47,38
48881,True,21:10 16/10/2018,2.0,680,0.0,@tmcdonnell ES MAS ABURRIDO QUE UNA CADENA NACIONAL DE POROTA,https://www.lanacion.com.ar/2182302-moyano-celebro-fallo-del-juez-desafia-ahora,lcow0134,Nicolás Balinotti,Política,Moyano celebró el fallo del juez y desafía ahora con paritarias de 42%,0.3549162,0.5007014,61,52
35663,True,17:50 09/10/2018,3.0,475,0.0,@vicente_roth jajaja gato hasta el chileno te trolea tira la tualla Amigo,https://www.lanacion.com.ar/2180053-la-oposicion-convoca-sesion-anular-aumento-gas,nomengrapes70,Gabriel Sued,Política,La oposición convoca a una sesión para anular el aumento en el gas,0.6074172,0.5006090999999999,73,62
18918,False,20:05 02/10/2018,,261,1.0,Esta Andrea del Boca me oarece a mi o le enseño todas las artimañas de actriz dramatica a la porota ?,https://www.lanacion.com.ar/2177813-la-justicia-inhibio-bienes-andrea-del-boca,tomatinto,,Política,La Justicia inhibió los bienes de Andrea del Boca y Julio De Vido por la novela Mamá Corazón,0.5180626,0.50056076,101,81
4092,True,19:16 25/09/2018,6.0,52,0.0,@TioBerlin @ELYOSOY ...y los muertos que votaban a Porota .....,https://www.lanacion.com.ar/2175513-en-onu-macri-dijo-denunciara-al-regimen,etacarinae88,Rafael Mathus Ruiz,Política,"En la ONU, Macri dijo que denunciará al régimen de Maduro ante la Corte de La Haya",0.40445328,0.5004689999999999,63,54
17108,False,19:02 01/10/2018,4.0,232,0.0,"ASI TIENEN QUE ENTRAR EN PERONIA , tirando plomo para los todEs",https://www.lanacion.com.ar/2177438-la-policia-federal-se-prepara-seguridad-cumbre,a2,,Política,La Policía Federal se prepara para la seguridad de la cumbre del G20,0.68816024,0.5004114000000001,63,52
7072,False,19:50 27/09/2018,4.0,113,1.0,"DADY CORNETA, KERNETELLI, TORUGO Y  EL CHANCHO IRANÍ DELÍA  DICEN QUE POROTA ES UNA MUJER PERSEGUIDA .... JEJE",https://www.lanacion.com.ar/2176203-se-entrego-comodoro-py-roberto-sosa-otro,BRUCE54,Hernán Cappiello,Política,"Los cuadernos de las coimas: se entregó en Comodoro Py Ricardo Barreiro, el jardinero de los Kirchner",0.56116796,0.5004114000000001,110,91
59737,False,19:40 20/10/2018,9.0,800,4.0,Esta payasada solo se podía superar viendo a Porota vestida de carmelita descalza ,https://www.lanacion.com.ar/2183633-los-politicos-sindicalistas-participaron-del-acto-moyano,nesfer24,,Política,Los políticos y sindicalistas que participaron del acto de Moyano en Luján,0.23443224,0.45906615,82,69
