,cantidad,keyword,toxicity
1111,1,Rescates de submarinos,0.19915038322580642
1110,1,Susana Malcorra,0.27728633231250005
1109,1,Guillermo Lipera,0.2680953083333334
960,1,Dante sica,0.3193087558486842
961,1,Jubilaciones,0.26902085458536595
962,1,pensiones,0.26902085458536595
963,1,Pipo Cipollati,0.26902085458536595
964,1,policía federal argentina,0.26902085458536595
965,1,parque sarmiento,0.2436067009090909
966,1,Brian Arregui,0.04190674925
967,1,Fondo Monetario,0.22802700367567566
968,1,ajuste por inflación,0.2179417957305019
969,1,Abusos sexuales,0.3088450906530612
970,1,Gustavo Melella,0.3088450906530612
971,1,Río Grande,0.3088450906530612
972,1,Tierra del Fuego,0.3088450906530612
973,1,Código electoral porteño,0.01896494
974,1,Felipe Solá,0.31775723194638544
975,1,Libres del Sur,0.31775723194638544
976,1,Hospital ‘Mariano y Luciano de la Vega’,0.23438296
977,1,desaparición,0.11355464800000001
978,1,recompensa,0.11355464800000001
1113,1,adopción niños grandes,0.13502478842682927
1114,1,Andrea Rincón,0.24430297214285715
1115,1,Sebastián Ortega,0.24430297214285715
1120,1,Maluma,0.28980243337499995
939,1,Natalia Denegri,0.16849009147435903
1123,1,Never Be The Same,0.2172704749090909
940,1,premios emmy,0.16849009147435903
941,1,Andrea del Boca,0.34904259448780484
1122,1,directv arena,0.2172704749090909
942,1,Mamá corazón,0.34904259448780484
943,1,Denise Dumas,0.33275052988000003
944,1,José María Listorti,0.33275052988000003
945,1,cannabis,0.272702295
1121,1,Camila Cabello,0.2172704749090909
946,1,marihuana,0.272702295
947,1,arqueología,0.25872567
1116,1,TNT,0.24430297214285715
1119,1,look,0.28980243337499995
948,1,cementerio marino,0.25872567
1118,1,Fotos,0.28980243337499995
949,1,Grecia,0.25872567
950,1,Neymar,0.398941467246154
951,1,Selección de Brasil,0.398941467246154
952,1,Sevilla FC,0.12382421433333335
1117,1,Un gallo para Esculapio 2,0.24430297214285715
953,1,Argentina Brasil,0.27615672799999996
954,1,Alquiler,0.21753970358490568
955,1,Acuerdo con FMI,0.25231367883333344
984,1,paula bisiau,0.2676400283636364
0,1,Alexei Navalny,0.36256202800000004
712,1,opioides,0.2457425373461539
258,1,Kiss,0.020050134499999997
263,1,PH Podemos Hablar,0.3205876524666666
264,1,Acusada,0.37397945936666666
267,1,Dictadores,0.29189605649068306
269,1,Josef Stalin,0.29189605649068306
270,1,Mao Zedong,0.29189605649068306
271,1,Mapuches,0.06268323
272,1,ONG,0.06268323
274,1,Argentinos Juniors,0.31125527579999995
275,1,Racing,0.31125527579999995
277,1,Brighton And Hove,0.09123883512
280,1,Premier League,0.09123883512
282,1,Crisis económica,0.06426994
283,1,encuesta,0.06426994
284,1,expectativas,0.06426994
285,1,Vacaciones,0.06426994
286,1,viajes,0.06426994
289,1,Exportaciones Argentina,0.20415070938095234
291,1,Política Monetaria,0.23111725488480994
292,1,aumento de naftas,0.08988236666666667
293,1,Axion,0.08988236666666667
295,1,Fraude electoral,0.23927624796330285
296,1,San Luis,0.23927624796330285
297,1,Entre Ríos,0.219833265
298,1,Paraná,0.219833265
299,1,Sergio Varisco,0.219833265
300,1,Coca Cola,0.30443606733333334
303,1,surfistas,0.1630384298888889
260,1,Andy Kusnetzoff,0.3205876524666666
257,1,Verdades afiladas,0.09520150100000001
209,1,medalla,0.07956904
255,1,Andrés Calamaro,0.09520150100000001
213,1,Sudáfrica,0.169035035
214,1,Día del Hincha de River,0.25349902171929833
217,1,Lanús,0.12391744738888888
218,1,Tigre,0.2462626182307692
221,1,Daniel Angelici,0.26104198224
222,1,Compras puerta a puerta,0.19756568571219502
224,1,Courier,0.19756568571219502
225,1,eCommerce,0.19756568571219502
226,1,Economía,0.3764332731785715
228,1,Justicia,0.3764332731785715
229,1,Bancos,0.25406378378571426
232,1,Carlos Stornelli,0.614532388888889
236,1,Miguel Ángel Pichetto,0.34817624763798194
237,1,Desafuero de Cristina Kirchner,0.3846967199208325
238,1,Miguel Pichetto,0.3846967199208325
239,1,abuso,0.3464261195199999
241,1,kiosquera,0.3464261195199999
242,1,Lomas del Mirador,0.3464261195199999
244,1,Gendarmería Nacional,0.25392763945
245,1,Humahuaca,0.25392763945
246,1,Iruya,0.25392763945
247,1,Jujuy,0.25392763945
248,1,Mathieu Martin,0.25392763945
250,1,casamiento,0.059239823999999996
251,1,Provincia de Buenos Aires,0.059239823999999996
253,1,Buenos Aires,0.4035624553032787
254,1,marcha,0.4035624553032787
304,1,tormenta,0.1630384298888889
305,1,Hospital Moyano,0.16767128920000002
306,1,lluvias,0.16767128920000002
307,1,Metrogas,0.16767128920000002
350,1,precio de los combustibles,0.2633843480434783
352,1,Juan Carlos Schmid,0.29131028486792465
353,1,Emilio Monzó,0.1934472318906667
355,1,Ricardo Lopez Murphy,0.1934472318906667
356,1,Ballena,0.2557686535
357,1,ballena encallada,0.2557686535
359,1,Horacio Corbacho,0.4998504
360,1,Instituto Próvolo,0.4998504
361,1,Nicola Corradi,0.4998504
362,1,Cande Tinelli,0.36991634079661034
363,1,Instagram,0.36991634079661034
364,1,tatuajes,0.36991634079661034
365,1,embarazo,0.23157268699999997
366,1,polo,0.23157268699999997
367,1,Sebastián Estevanez,0.23157268699999997
368,1,Sol Estevanez,0.23157268699999997
369,1,Adam Sandler,0.13106275
370,1,Billie Joe Armstrong,0.13106275
371,1,David Bisbal,0.13106275
372,1,Elvis Presley,0.13106275
373,1,Kelsey Grammer,0.13106275
374,1,Matt Damon,0.13106275
375,1,Nicolas Cage,0.13106275
376,1,Patrick Dempsey,0.13106275
377,1,ringo starr,0.13106275
378,1,Juan Carlos Calabró,0.1004678295
379,1,Julián Weich,0.1004678295
349,1,Gasoil,0.2633843480434783
348,1,aumento de la nafta,0.2633843480434783
347,1,Huracán,0.10928267300000001
328,1,Donetsk,0.289481479
308,1,ballena jorobada,0.29617948443750003
310,1,artista,0.373038975
312,1,Aníbal Fernández,0.4102686918046511
313,1,Cine,0.39120790791666665
314,1,Darío Grandinetti,0.39120790791666665
316,1,Festival de Cine de San Sebastián,0.39120790791666665
317,1,¿Dónde están los ladrones?,0.22119392013333333
318,1,Pies descalzos,0.22119392013333333
319,1,Shakira,0.22119392013333333
320,1,acuerdo comercial,0.30358915075
326,1,Guerra civil en Siria,0.3590834004545455
327,1,Idlib,0.3590834004545455
329,1,Separatistas prorrusos,0.289481479
346,1,Rocky Marciano,0.17160963899999998
331,1,Crisis en Venezuela,0.473022802
333,1,Venezuela,0.473022802
334,1,Cataluña,0.361862944375
335,1,Independentismo catalán,0.361862944375
336,1,Mossos dEsquadra,0.361862944375
338,1,Juan Román Riquelme,0.25991784956521746
340,1,Carlos Monzón,0.17160963899999998
341,1,Jack Dempsey,0.17160963899999998
342,1,Julio César Chavez,0.17160963899999998
343,1,Manny Pacquiao,0.17160963899999998
344,1,Mano de Piedra Duran,0.17160963899999998
345,1,Óscar de la Hoya,0.17160963899999998
212,1,dinosaurio,0.169035035
208,1,Reina Isabel,0.4251348
381,1,Osvaldo Laport,0.1004678295
71,1,Marte,0.0726162248888889
73,1,Armas,0.280613890631579
76,1,taiwán,0.280613890631579
80,1,Gonzalo Bergessio,0.304972939
81,1,diosa deporte,0.28946377881818175
82,1,diosa deportes,0.28946377881818175
83,1,diosas deporte,0.28946377881818175
84,1,diosas deportes,0.28946377881818175
85,1,Ezequiel Garay,0.28946377881818175
86,1,Tamara Gorro,0.28946377881818175
88,1,Guido Herrera,0.14693480833333336
89,1,Marcos Díaz,0.14693480833333336
90,1,Emiliano Rigoni,0.2190860875
96,1,Tormenta economica,0.3158283065679014
98,1,Uber Argentina,0.3158283065679014
99,1,Verónica Rappoport,0.23237644181250008
100,1,Román Lejtman,0.2998177008253968
105,1,Carlos Menem,0.24705165819844357
107,1,Fernando de la Rúa,0.24705165819844357
109,1,karina Jelinek,0.4234237465
110,1,Luciana Salazar,0.4234237465
111,1,Silvina Luna,0.4234237465
113,1,Debora Perez Volpin,0.21776014455555553
114,1,Sergio Lapegüe,0.21776014455555553
115,1,Discurso,0.3266298272916667
116,1,politica,0.3266298272916667
118,1,Manspreading,0.3752236597985438
119,1,Milton Casco,0.16829143
72,1,NASA,0.0726162248888889
70,1,explorador Opportunity,0.0726162248888889
207,1,realeza britânica,0.4251348
68,1,Hassan Rohani,0.28293106142857144
3,1,casamiento gay real,0.22628525325
4,1,casamiento real,0.22628525325
5,1,James Coyle,0.22628525325
6,1,Lord Ivar Mountbatten,0.22628525325
7,1,Aldosivi,0.15811571000000002
12,1,Unión de Santa Fe,0.49498023733333335
18,1,El VAR de Infobae,0.24280423933333334
20,1,Gonzalito Rodriguez,0.33028591078108094
22,1,Shopping,0.18913020333333333
25,1,bloomberg,0.3225880148150992
30,1,Ministerio de Educación,0.34249353641095903
31,1,Ministerio de Defensa,0.31524161840476195
35,1,Oficina Anticorrupción,0.3018364802165957
36,1,Patrimonio,0.3018364802165957
38,1,paro general,0.17324645013333337
43,1,Ciclista,0.36379468466666665
44,1,Zárate,0.36379468466666665
45,1,Puente Pueyrredón,0.3295867977685184
47,1,Rosario,0.37928288666666665
49,1,Paro,0.493172208
50,1,Alfredo Ábalos,0.13475060090000002
52,1,Marley,0.3310288042416666
58,1,APTRA,0.29058863451162786
59,1,Horacio Cabak,0.29058863451162786
64,1,Gino Renni,0.10792342
66,1,Asamblea General de la ONU,0.2660517315
67,1,ONU,0.2660517315
120,1,Darío Benedetto,0.047821246
122,1,Casa Rosada,0.16367947600000002
123,1,custodia policial,0.16367947600000002
124,1,Jefatura de Gabinete,0.16367947600000002
173,1,Comisión de Reforma del Código Penal,0.14477701183333333
175,1,porno venganza,0.14477701183333333
176,1,Manuel Vázquez,0.28377139025
177,1,Ricardo Jaime,0.28377139025
179,1,OCA,0.25242391135764713
183,1,Tucumán,0.23083538057407407
184,1,La Plata,0.066088151
185,1,mascota,0.066088151
186,1,Perro perdido,0.066088151
187,1,ataques,0.28864419171640615
188,1,autos quemados,0.28864419171640615
189,1,Cabify,0.28864419171640615
190,1,caza uber,0.28864419171640615
192,1,Rating,0.26492183303278694
194,1,Telefe,0.26492183303278694
195,1,#PonerleElPecho,0.36052075238000014
196,1,Araceli González,0.36052075238000014
197,1,Belu Lucius,0.36052075238000014
198,1,Brenda Gandini,0.36052075238000014
199,1,Catarina Spinettaa,0.36052075238000014
200,1,Cecilia Roth,0.36052075238000014
201,1,Connie Ansaldi,0.36052075238000014
202,1,Jazmín Stuart,0.36052075238000014
203,1,Laura Esquivel,0.36052075238000014
204,1,Magui Aicega,0.36052075238000014
205,1,Javier Naselli,0.262284312652174
206,1,Vicky Xipolitakis,0.262284312652174
172,1,Código Penal,0.14477701183333333
171,1,ministerio de la Producción,0.2194041108421053
170,1,Aranceles de importación,0.2194041108421053
149,1,Terrorismo,0.2591229046111112
127,1,El Diario de Mariana,0.23490753930769234
129,1,Intrusos,0.23490753930769234
130,1,Mariana Fabbiani,0.23490753930769234
131,1,Marina Calabró,0.23490753930769234
135,1,Catherine Fulop,0.3109323658823529
136,1,Oriana Sabatini,0.3109323658823529
138,1,Academia de Hollywood,0.24696472659677424
140,1,Luis Ortega,0.24696472659677424
141,1,Oscar 2019,0.24696472659677424
146,1,Hezbollah,0.2591229046111112
147,1,Líbano,0.2591229046111112
148,1,misiles,0.2591229046111112
152,1,Medio Oriente,0.504541845
169,1,Tigres de México,0.365000523672131
156,1,Dedé,0.09949810449999999
157,1,Esteban Andrada,0.09949810449999999
158,1,Hockey sobre césped,0.1230482605
159,1,Las Leonas,0.1230482605
160,1,luciana aymar,0.1230482605
161,1,Banfield,0.423164455
162,1,Defensa y Justicia,0.423164455
163,1,Agapornis,0.77750224
164,1,Cuarteto de nos,0.77750224
166,1,Los Cafres,0.77750224
167,1,Los Totora,0.77750224
168,1,"Nahuel Guzmán', ""Newell's"", 'Primera",0.365000523672131
380,1,Nancy Dupláa,0.1004678295
384,1,Ernesto Korovsky,0.132434593
711,1,fentanilo,0.2457425373461539
601,1,Indec. EMAE,0.107687645
604,1,Producción industrial,0.107687645
605,1,comer pizza,0.1246112785142857
607,1,gusto argentino,0.1246112785142857
608,1,Precios,0.1246112785142857
609,1,creditos UVA,0.20023087561538458
610,1,CVS,0.20023087561538458
611,1,salarios,0.20023087561538458
614,1,Ernesto Samper,0.309660515079096
615,1,José “Pepe” Mujica,0.309660515079096
617,1,Manuel Zelaya,0.309660515079096
618,1,Mujica,0.309660515079096
619,1,Rafael Correa,0.309660515079096
620,1,Gerardo Milman,0.190902663375
621,1,Ministerio de Seguridad,0.190902663375
622,1,Agustín Rossi,0.27501667971666677
623,1,fernando haddad,0.27501667971666677
624,1,Frente para la Victoria,0.27501667971666677
625,1,Juan Cabandié,0.27501667971666677
626,1,Leandro Santoro,0.27501667971666677
627,1,El drone de Infobae,0.274617302
629,1,country,0.18333786100000002
631,1,robo,0.18333786100000002
632,1,Peregrinos,0.23042723
633,1,#AdopciónMúltiple,0.10579854478823526
636,1,Salsa de tres,0.32760764552173904
637,1,Andy Kusentzoff,0.22713926731578946
638,1,Marixa Balli,0.22713926731578946
603,1,Producción automotriz,0.107687645
599,1,Julio Grondona,0.2505547235319148
559,1,movilidad urbana,0.34661923857142857
598,1,yazidíes,0.3389063122758621
561,1,Abierto de China,0.12712876820000002
562,1,Novak Djokovic,0.12712876820000002
563,1,Rafael Nadal,0.12712876820000002
564,1,Roger Federer,0.12712876820000002
570,1,DGI,0.22102330293749997
571,1,Evasión,0.22102330293749997
572,1,fiscalización,0.22102330293749997
573,1,SISA,0.22102330293749997
574,1,B20,0.15104748
575,1,Business 20,0.15104748
576,1,Amado Boudou,0.3024159784696553
579,1,Aumentos de gas,0.31646846423094355
580,1,Aeroparque Jorge Newbery,0.36803733269714284
581,1,Aeropuerto de Ezeiza,0.36803733269714284
582,1,Aerolínea,0.1746804079117647
583,1,Zaira Nara,0.2259872208333333
584,1,inmigrantes,0.14507729
585,1,Refugiados,0.14507729
586,1,América del Norte,0.2584079955
587,1,Enrique Peña Nieto,0.2584079955
590,1,ciberataques,0.25872567
592,1,Meng Hongwei,0.508669585
593,1,esclavitud sexual,0.3389063122758621
594,1,ISIS,0.3389063122758621
595,1,Nadia Murad,0.3389063122758621
596,1,Premio Nobel de la Paz,0.3389063122758621
597,1,Tráfico de personas,0.3389063122758621
641,1,Tini Stoessel,0.3076529581538462
642,1,igualdad de genero,0.36153006738356164
643,1,Fabián Cubero,0.3175881358
644,1,Mica Viciconte,0.3175881358
679,1,Unidad Médica Presidencial,0.17194955464285716
680,1,cuota alimentaria,0.3068136342812499
681,1,Divorcio,0.3068136342812499
682,1,violencia de género,0.3068136342812499
683,1,violencia psicológica,0.3068136342812499
684,1,Cry Baby,0.18091515273333333
685,1,Janis Joplin,0.18091515273333333
686,1,Angie Balbiani,0.27373395214117646
687,1,Flavio Azzaro,0.27373395214117646
688,1,sexo,0.27373395214117646
689,1,Betty Olvae,0.0835874055
690,1,El Potro,0.0835874055
691,1,Rodrigo,0.0835874055
692,1,Airbag,0.08393269
693,1,Cypress Hill,0.08393269
694,1,Personal Fest,0.08393269
695,1,Cris Morena,0.35983858143750014
696,1,"Eugenia ""la China"" Suárez",0.35983858143750014
699,1,Índice Construya,0.19410469
700,1,Empleo adolescente,0.5730824000000001
701,1,empleo en negro,0.5730824000000001
702,1,precariedad laboral,0.5730824000000001
703,1,Reforma laboral,0.5730824000000001
707,1,M.J. Akbar,0.29579642
708,1,Narendra Modi,0.29579642
709,1,Beijing,0.2457425373461539
710,1,drogas,0.2457425373461539
678,1,Unidad de Atención Presidencial,0.17194955464285716
677,1,La salud de los presidentes,0.17194955464285716
676,1,Hospital Argerich,0.17194955464285716
659,1,expensas,0.21915623
645,1,Nicole Neumann,0.3175881358
646,1,Matrimonio gay,0.5137394077027028
647,1,Rumania,0.5137394077027028
648,1,ataque terrorista en cisjordania,0.34654784511777786
649,1,Benjamin Netanyahu,0.34654784511777786
650,1,Juan Fernando Quintero,0.24355407
651,1,Sarmiento de Resistencia,0.24355407
652,1,Comité Olímpico Argentino,0.17130895
654,1,ATP,0.16385909399999998
655,1,Nikoloz Basilashvili,0.16385909399999998
656,1,tenis,0.16385909399999998
657,1,Tenis Internacional,0.16385909399999998
660,1,Crisis cambiaria,0.27863962586363633
675,1,Angelo Calcaterra,0.27462216103188114
661,1,aumento de precios,0.2238990505666666
662,1,Acuerdo II FMI,0.25321707955555556
663,1,base monetaria cero,0.25321707955555556
664,1,daniel artana,0.25321707955555556
666,1,Presupuesto 2018,0.25321707955555556
668,1,Julio Pereyra,0.23853841340338988
669,1,Marcos Peña,0.23853841340338988
670,1,Pablo Alaniz,0.23853841340338988
671,1,Leonardo Menghini,0.176450943
672,1,Lucas Menghini Rey,0.176450943
673,1,María Luján Rey,0.176450943
674,1,Once,0.176450943
560,1,vespa,0.34661923857142857
558,1,movilidad,0.34661923857142857
385,1,mi amor mi amor,0.132434593
434,1,Armas nucleares,0.1287534075
436,1,ejercicios militares,0.14804259
437,1,Noruega,0.14804259
438,1,OTAN,0.14804259
441,1,Boxeo,0.27564867213888894
442,1,Julio César Chávez Jr,0.27564867213888894
443,1,Sergio Maravilla Martínez,0.27564867213888894
445,1,inflación argentina,0.2317032163076923
447,1,exploración offshore,0.20152526240000004
448,1,exploración petrolera,0.20152526240000004
450,1,Armada Argentina,0.2466490897311322
451,1,Fragata Libertad,0.2466490897311322
454,1,Equidad salarial,0.2625140222666666
455,1,Licencias parentales,0.2625140222666666
456,1,Licencias por paternidad,0.2625140222666666
457,1,Hermenegildo Sábat,0.33616218026666667
458,1,Sábat,0.33616218026666667
459,1,Fabián Gianola,0.3132848212900619
460,1,Fernanda Meneses,0.3132848212900619
461,1,Laura Tuny,0.1763505918888889
462,1,Señorita Maestra,0.1763505918888889
463,1,vientre subrogado,0.1763505918888889
464,1,Pollo Alvarez,0.288222354
465,1,Josefina Silveyra,0.27041237129411766
468,1,Ricardo Fort,0.11745441399999998
469,1,Premio Nobel de Química,0.09053698166666668
470,1,Cisjordania,0.44396312679999994
471,1,Gaza,0.44396312679999994
435,1,Crimea,0.1287534075
433,1,premios Nobel,0.19019154149999998
556,1,Génova,0.34661923857142857
432,1,premio nobel de fisica,0.19019154149999998
386,1,Naranja y media,0.132434593
387,1,Silvina Frejdkes,0.132434593
393,1,Las Panteras,0.08569381749999999
394,1,Mundial de Vóley femenino,0.08569381749999999
395,1,Voley,0.08569381749999999
397,1,intercambio comercial,0.323686912
398,1,Mercosur,0.323686912
399,1,Cristóbal López,0.15860963896153846
400,1,Oil Combustibles,0.15860963896153846
402,1,AFIO,0.14958883679999999
404,1,Reaudación,0.14958883679999999
406,1,Mercorsur,0.15415598105714287
408,1,Juliana Awada,0.27637332740000004
409,1,w20,0.27637332740000004
410,1,Elena Highton de Nolasco,0.43862718413706303
411,1,juicio político,0.43862718413706303
413,1,Ricardo Barreda,0.3703806009359998
414,1,Colegio Nacional Buenos Aires,0.2740789482127193
416,1,ABC,0.2674154924166667
417,1,Fundación Leo Messi,0.2674154924166667
421,1,Hay que ver,0.2534822412615385
422,1,Tu amor por siempre,0.15953802796249997
423,1,Daniel Allodi,0.3156024683863635
424,1,Flavio Mendoza,0.3156024683863635
425,1,Betty Olave,0.23276505652499999
429,1,Rodrigo la pelicula,0.23276505652499999
430,1,Romina Campos Olave,0.23276505652499999
473,1,Estudiantes de la Plata,0.14363448966666664
475,1,Champions League,0.22124831444444445
476,1,Tottenham,0.22124831444444445
479,1,Khachanov,0.11207698033333334
525,1,#DerechosAnimales,0.15745570444444446
526,1,animales,0.15745570444444446
527,1,derechos de los animales,0.15745570444444446
528,1,san francisco de asís,0.15745570444444446
529,1,Acoso,0.37314422658333335
530,1,Colegio Nacional de Buenos Aires,0.37314422658333335
531,1,denuncia,0.37314422658333335
532,1,accidentes de tránsito,0.11222833266666667
534,1,Pompeya,0.11222833266666667
535,1,Transporte público,0.11222833266666667
536,1,vialidad,0.11222833266666667
537,1,Guido Süller,0.25322818090909094
538,1,Antonio Gasalla,0.11899160971428571
539,1,Carlos Paz,0.11899160971428571
540,1,Fredy Villarreal,0.11899160971428571
542,1,Paula Chaves,0.11899160971428571
543,1,Pedro Alfonso,0.11899160971428571
545,1,Marcos Orellana,0.31195073683018876
546,1,onda vaga,0.31195073683018876
547,1,Aeroparque,0.29271537285714283
548,1,Malena Sánchez,0.29271537285714283
549,1,Rodrigo Romero,0.29271537285714283
550,1,bebés,0.22847258333333334
551,1,malformaciones,0.22847258333333334
553,1,Lago Okanagam,0.17674769728148146
554,1,Monstruo Ogopogo,0.17674769728148146
555,1,Ciudades,0.34661923857142857
524,1,Tuerto Cacho,0.2427283057619047
523,1,narco,0.2427283057619047
521,1,Nicolás Pachelo,0.29870948506666667
499,1,Teté Coustarot,0.08059629383333333
480,1,Javier Pinola,0.5721710999999999
481,1,VAR,0.5721710999999999
483,1,combustibles,0.2596491811892653
486,1,Naftas,0.2596491811892653
487,1,cheques,0.21416863872727276
488,1,Empresas,0.21416863872727276
489,1,tasa de interés,0.21416863872727276
492,1,Axel Kicillof,0.30839559944915257
495,1,Palermo,0.23809899376363636
496,1,Alba Ugolini,0.08059629383333333
497,1,mal de Alzheimer,0.08059629383333333
498,1,mariano zabaleta,0.08059629383333333
500,1,Nacha Guevara,0.20742465950000002
520,1,Caso García Belsunce,0.29870948506666667
501,1,Net TV,0.22213205472154687
503,1,Pampita Íntima,0.22213205472154687
504,1,Damián Musto,0.17402387976923078
505,1,derechos de formación,0.17402387976923078
506,1,Nicolas Domingo,0.17402387976923078
508,1,Ignacio Scocco,0.275972071321739
511,1,Industria,0.77750224
515,1,escuchas ilegales,0.249530969835821
516,1,Norberto Oyarbide,0.249530969835821
517,1,La ruta del dinero K,0.2519678166666666
518,1,Sebastián Casanello,0.2519678166666666
519,1,Carlos Carrascosa,0.29870948506666667
1204,1,Esmeralda Mitre,0.3319588605679805
