,fecha,likes,respuestas,texto,usuario,es_respuesta,seccion,titulo,url
208,00:03 25/09/2018,12.0,0,No se puede trabajar en peronia hay que mantener mucha gente que no trabaja,abruzzone3,False,Economía,"Tras vender Topper, Alpargatas cerró dos plantas y despidió a 453 empleados",https://www.lanacion.com.ar/2175227-alpargatas-cerro-dos-plantas-despidio-453-empleados
233,23:33 24/09/2018,,1,@lsalas22 Cristina es peronia no? ,ELENAEGGIMANN,True,Economía,"Tras vender Topper, Alpargatas cerró dos plantas y despidió a 453 empleados",https://www.lanacion.com.ar/2175227-alpargatas-cerro-dos-plantas-despidio-453-empleados
261,00:06 25/09/2018,,0,Peronia tiende a desaparecer; esperemos que no arrastre al pais,polocarrasco,False,Economía,"Tras vender Topper, Alpargatas cerró dos plantas y despidió a 453 empleados",https://www.lanacion.com.ar/2175227-alpargatas-cerro-dos-plantas-despidio-453-empleados
277,18:48 24/09/2018,10.0,0,"Con la Porota importábamos energía. Ahora la exportamos y en 2 años de gestión. Muchas cosas están mal, muchas otras las hicieron pésimo pero lo bueno hay que destacarlo y sin embargo no todos los medios le dan la resonancia que merece.",Abelitok,False,Economía,La Argentina le exportará energía eléctrica a Brasil,https://www.lanacion.com.ar/2175192-la-argentina-le-exportara-energia-electrica-brasil
421,19:10 24/09/2018,1.0,0,La compañera peroniana es absolutamente postmoderna. Una fémina de vanguardia!!!!,guillermo_evans,False,Espectáculos,Florencia Peña se ríe del escándalo mediático del poliamor,https://www.lanacion.com.ar/2175176-florencia-pena-se-rie-del-escandalo-mediatico
584,07:21 25/09/2018,1.0,6,"@ElizabethStvz
En la foto se ve que Lagarde le pregunta a Awada ""Y usted que esta haciendo aqui?""
Deberan estar charlando de Economia, Awada se sabe todos los precios del Super.",gamsler,True,Política,Mauricio Macri saludó a Trump y cenó junto Lagarde en su gran agasajo en Wall Street,https://www.lanacion.com.ar/2175272-mauricio-macri-lagarde-cena-gala-wall-street
586,07:42 25/09/2018,,0,@ElizabethStvz Y usted lo felicita por?,elsmart86,True,Política,Mauricio Macri saludó a Trump y cenó junto Lagarde en su gran agasajo en Wall Street,https://www.lanacion.com.ar/2175272-mauricio-macri-lagarde-cena-gala-wall-street
588,07:44 25/09/2018,,0,@ElizabethStvz Premio? Por entregar el país?,elsmart86,True,Política,Mauricio Macri saludó a Trump y cenó junto Lagarde en su gran agasajo en Wall Street,https://www.lanacion.com.ar/2175272-mauricio-macri-lagarde-cena-gala-wall-street
590,07:50 25/09/2018,,0,"@ElizabethStvz Estos están robando mucho más, o porqué pensas que la deuda se multiplicó x 4 en sólo 3 años?",elsmart86,True,Política,Mauricio Macri saludó a Trump y cenó junto Lagarde en su gran agasajo en Wall Street,https://www.lanacion.com.ar/2175272-mauricio-macri-lagarde-cena-gala-wall-street
594,07:42 25/09/2018,,0,@ElizabethStvz Pense que habían cortado los trolls. En que quedó el ajuste?,elsmart86,True,Política,Mauricio Macri saludó a Trump y cenó junto Lagarde en su gran agasajo en Wall Street,https://www.lanacion.com.ar/2175272-mauricio-macri-lagarde-cena-gala-wall-street
596,07:48 25/09/2018,,0,"@ElizabethStvz No te preocupes, con este gobierno es imposible proyectar nada.",elsmart86,True,Política,Mauricio Macri saludó a Trump y cenó junto Lagarde en su gran agasajo en Wall Street,https://www.lanacion.com.ar/2175272-mauricio-macri-lagarde-cena-gala-wall-street
598,07:54 25/09/2018,,0,"@ElizabethStvz Es lo que el gobierno no permite. Apalea a los asalariados para seguir imponiendoles el clientelismo. Igual que los K, pero mucho más pobres.",elsmart86,True,Política,Mauricio Macri saludó a Trump y cenó junto Lagarde en su gran agasajo en Wall Street,https://www.lanacion.com.ar/2175272-mauricio-macri-lagarde-cena-gala-wall-street
599,07:54 25/09/2018,,0,@ElizabethStvz No me contestaste lo de la deuda. Se te acabó el relato?,elsmart86,True,Política,Mauricio Macri saludó a Trump y cenó junto Lagarde en su gran agasajo en Wall Street,https://www.lanacion.com.ar/2175272-mauricio-macri-lagarde-cena-gala-wall-street
600,07:55 25/09/2018,,0,@ElizabethStvz Bye. No soy troll como vos. Me voy a laburar.,elsmart86,True,Política,Mauricio Macri saludó a Trump y cenó junto Lagarde en su gran agasajo en Wall Street,https://www.lanacion.com.ar/2175272-mauricio-macri-lagarde-cena-gala-wall-street
621,07:45 25/09/2018,,0,"@ElizabethStvz Es la ""educación"" que les dió el neoliberalismo: 25% de desocupación con Menem, y este gobierno rumbo a otro tanto. El trabajo es una utopía. No les queda más que ser vagos gracias a tus políticas.",elsmart86,True,Política,Mauricio Macri saludó a Trump y cenó junto Lagarde en su gran agasajo en Wall Street,https://www.lanacion.com.ar/2175272-mauricio-macri-lagarde-cena-gala-wall-street
693,06:13 25/09/2018,3.0,0,"DECISION G-20 ESTA TOMADA:
AL UNICO QUE LE PRESTAN ES A MACRI
OLVIDATE POROTA, MASSA, Y TODO EL PERONAJE QUE UDS- DURARIAN DIEZ SEGUNDOS",MilOjos,False,Política,Mauricio Macri saludó a Trump y cenó junto Lagarde en su gran agasajo en Wall Street,https://www.lanacion.com.ar/2175272-mauricio-macri-lagarde-cena-gala-wall-street
697,05:25 25/09/2018,7.0,1," Se acuerdan de Porota cuando lo eligió a Bulodu,  como su vicepresidente,  que dijo  ... no saben lo lindo que es tener un vicepresidente, estoy tan contentaaa ????? (imperdible verla en youtube)   Ahora tenía a su lado un tipo que se la montaba lindo...  ja ja ja.

Vicepresidente que era y es un corrupto de aquellos,  ahora en prisión.

Entonces muchachos no saben lo lindo que es tener un presidente,  que sabe lo que la Argentina necesita,  un tipo que se la jugó por el país, 
para sacarlo definitivamente del atraso de 70 años de peronismo.

Así que el país va a salir adelante a pesar de todos los traidores a la patria que están haciendo lo posible para que Porota y su séquito de corruptos vuelvan con ella.

Si presidente Macri se puede.",jcaire1,False,Política,Mauricio Macri saludó a Trump y cenó junto Lagarde en su gran agasajo en Wall Street,https://www.lanacion.com.ar/2175272-mauricio-macri-lagarde-cena-gala-wall-street
797,02:26 25/09/2018,,0,Le quedan solo los votos globertos. Los perdería si se presenta videla,lalialejandra2,False,Política,Mauricio Macri saludó a Trump y cenó junto Lagarde en su gran agasajo en Wall Street,https://www.lanacion.com.ar/2175272-mauricio-macri-lagarde-cena-gala-wall-street
837,02:17 25/09/2018,,0,"@ccmaxima @lalialejandra2 cínica es la porota, 
                                                Ella con sus bandas SE ROBARON  TODO.

                                             Ahora ,  dice que es perseguida política,
                                                    le falla la última neurona , a la cínica. ",mojeda12,True,Política,Mauricio Macri saludó a Trump y cenó junto Lagarde en su gran agasajo en Wall Street,https://www.lanacion.com.ar/2175272-mauricio-macri-lagarde-cena-gala-wall-street
1085,00:41 25/09/2018,2.0,0,"@ssk Pobre porota, no es para menos ",TioBerlin,True,Política,Mauricio Macri saludó a Trump y cenó junto Lagarde en su gran agasajo en Wall Street,https://www.lanacion.com.ar/2175272-mauricio-macri-lagarde-cena-gala-wall-street
1090,00:39 25/09/2018,1.0,2,@mbetuska Los limones que no pudo vender Porota,TioBerlin,True,Política,Mauricio Macri saludó a Trump y cenó junto Lagarde en su gran agasajo en Wall Street,https://www.lanacion.com.ar/2175272-mauricio-macri-lagarde-cena-gala-wall-street
1095,00:33 25/09/2018,3.0,0,"@mbetuska Pero está Angola, donde Porota vendió las maquinas de cartón ",TioBerlin,True,Política,Mauricio Macri saludó a Trump y cenó junto Lagarde en su gran agasajo en Wall Street,https://www.lanacion.com.ar/2175272-mauricio-macri-lagarde-cena-gala-wall-street
1112,00:28 25/09/2018,4.0,5,"Fueron a manguear 20.000 palos verdes, y les dan 3, o 5...  No les tienen fe, globerto.",AlanBiqqeNotDead,False,Política,Mauricio Macri saludó a Trump y cenó junto Lagarde en su gran agasajo en Wall Street,https://www.lanacion.com.ar/2175272-mauricio-macri-lagarde-cena-gala-wall-street
1113,00:29 25/09/2018,3.0,0,"@AlanBiqqeNotDead Con Porota nos financió el comandante pajarrico, así nos fué",TioBerlin,True,Política,Mauricio Macri saludó a Trump y cenó junto Lagarde en su gran agasajo en Wall Street,https://www.lanacion.com.ar/2175272-mauricio-macri-lagarde-cena-gala-wall-street
1121,00:27 25/09/2018,1.0,5,"@Vamospormashasta POR ESO EL MUNDO SE RINDE A SUS PIES, QUIEN TENÍA LIDERAZGO??? POROTA??? NO LE DABAN UN SOLO DOLAR",lcow,True,Política,Mauricio Macri saludó a Trump y cenó junto Lagarde en su gran agasajo en Wall Street,https://www.lanacion.com.ar/2175272-mauricio-macri-lagarde-cena-gala-wall-street
1126,00:43 25/09/2018,,0,"@lcow @Vamospormashasta Tampoco para tanto, pero ciertamente gana en comparación con la porota.",arabar55,True,Política,Mauricio Macri saludó a Trump y cenó junto Lagarde en su gran agasajo en Wall Street,https://www.lanacion.com.ar/2175272-mauricio-macri-lagarde-cena-gala-wall-street
1175,00:20 25/09/2018,,0,"@sebastian877 COMO LE PAGABAS AL TESTAFERO DE POROTA, ESQUENAZI Y A DUFAU  YPF SIN PLATA??",lcow,True,Política,Mauricio Macri saludó a Trump y cenó junto Lagarde en su gran agasajo en Wall Street,https://www.lanacion.com.ar/2175272-mauricio-macri-lagarde-cena-gala-wall-street
1207,00:09 25/09/2018,1.0,1,"@mbetuska TE AVISO QUE EL PERONISMO ESTA PENSANDO EN DESAFORAR A POROTA, NO TIENE CHANCES TIENE 75% DE IMAGEN NEGATIVA",lcow,True,Política,Mauricio Macri saludó a Trump y cenó junto Lagarde en su gran agasajo en Wall Street,https://www.lanacion.com.ar/2175272-mauricio-macri-lagarde-cena-gala-wall-street
1217,00:06 25/09/2018,1.0,2,@sebastian877 DECILE A POROTA QUE VAYA A SU QUERIDA SANTA CRUZ,lcow,True,Política,Mauricio Macri saludó a Trump y cenó junto Lagarde en su gran agasajo en Wall Street,https://www.lanacion.com.ar/2175272-mauricio-macri-lagarde-cena-gala-wall-street
1268,23:49 24/09/2018,2.0,8,"El Financial Times dijo que el acuerdo con el Fondo por 50.000 palos verdes ""fue una exageración"", que el plan económico de Argentina ""se fue de los rieles en dos meses"", y que el primer desembolso de 15.000 palos verdes fue ""un desperdicio de recursos"", globerto. Menos mal que lagarde no lee el Financial...",AlanBiqqeNotDead,False,Política,Mauricio Macri saludó a Trump y cenó junto Lagarde en su gran agasajo en Wall Street,https://www.lanacion.com.ar/2175272-mauricio-macri-lagarde-cena-gala-wall-street
1272,23:52 24/09/2018,,0,"@guambiaelojo @AlanBiqqeNotDead Yo lo leí, original en inglés, globerto.",AlanBiqqeNotDead,True,Política,Mauricio Macri saludó a Trump y cenó junto Lagarde en su gran agasajo en Wall Street,https://www.lanacion.com.ar/2175272-mauricio-macri-lagarde-cena-gala-wall-street
1288,23:44 24/09/2018,1.0,0,Cual? La de Báez saliendo de la casa de la Porota en Santa Cruz ? Jajajajajajajajaja,Kavenaghi,False,Política,Mauricio Macri saludó a Trump y cenó junto Lagarde en su gran agasajo en Wall Street,https://www.lanacion.com.ar/2175272-mauricio-macri-lagarde-cena-gala-wall-street
1315,23:26 24/09/2018,,2,"Estoy de acuerdo, pero antes que la Porota devuelva el PBI que se afano y cumpla su condena en cana",Kavenaghi,False,Política,Mauricio Macri saludó a Trump y cenó junto Lagarde en su gran agasajo en Wall Street,https://www.lanacion.com.ar/2175272-mauricio-macri-lagarde-cena-gala-wall-street
1320,23:26 24/09/2018,,1,No olvides a la fina Porota,ezeqcapo,False,Política,Mauricio Macri saludó a Trump y cenó junto Lagarde en su gran agasajo en Wall Street,https://www.lanacion.com.ar/2175272-mauricio-macri-lagarde-cena-gala-wall-street
1324,23:23 24/09/2018,1.0,1,"El globerto que es muy de mandar a trabajar a la gente, admira y defiende a un vago que llega a un pais dos dias antes para poder hacer compras y pasear con la plata de todos",e.4,False,Política,Mauricio Macri saludó a Trump y cenó junto Lagarde en su gran agasajo en Wall Street,https://www.lanacion.com.ar/2175272-mauricio-macri-lagarde-cena-gala-wall-street
1366,23:03 24/09/2018,1.0,0,Esta desesperada la Porota. Se le hace agua a la boca,Kavenaghi,False,Política,Mauricio Macri saludó a Trump y cenó junto Lagarde en su gran agasajo en Wall Street,https://www.lanacion.com.ar/2175272-mauricio-macri-lagarde-cena-gala-wall-street
1453,22:32 24/09/2018,,0,y mientras tanto en planeta tierra....elizabeth se equivoco de pastillas...,lsalas22,False,Política,Mauricio Macri saludó a Trump y cenó junto Lagarde en su gran agasajo en Wall Street,https://www.lanacion.com.ar/2175272-mauricio-macri-lagarde-cena-gala-wall-street
1487,22:13 24/09/2018,,0,@anaesnaola Pero si no son Boudou y La Porota. ,Guiye_mar,True,Política,Mauricio Macri saludó a Trump y cenó junto Lagarde en su gran agasajo en Wall Street,https://www.lanacion.com.ar/2175272-mauricio-macri-lagarde-cena-gala-wall-street
1497,22:01 24/09/2018,,0,"Yo creo que el peronismo tiene que cerrar una etapa y presentarse con porota, que les dará una derrota que les permita empezar de nuevo",enciclopedico,False,Política,Mauricio Macri saludó a Trump y cenó junto Lagarde en su gran agasajo en Wall Street,https://www.lanacion.com.ar/2175272-mauricio-macri-lagarde-cena-gala-wall-street
1505,21:58 24/09/2018,,0,"Yo no creo mucho en las encuestas, fijate que daban ganador a porota y a la morsa.
Pero todas dan ganador a Macri en cualquier escenario",enciclopedico,False,Política,Mauricio Macri saludó a Trump y cenó junto Lagarde en su gran agasajo en Wall Street,https://www.lanacion.com.ar/2175272-mauricio-macri-lagarde-cena-gala-wall-street
1509,21:55 24/09/2018,,0,"@dcrippa1 Yo creo que picheto le entregó el peronismo en bandeja asegurandole fueros a porota.  Mejor escenario para el gobierno, imposible",enciclopedico,True,Política,Mauricio Macri saludó a Trump y cenó junto Lagarde en su gran agasajo en Wall Street,https://www.lanacion.com.ar/2175272-mauricio-macri-lagarde-cena-gala-wall-street
1579,21:33 24/09/2018,,0,"Pensamiento globerto: Voy a votafr a Mauri 2019 porque gano el premio al Ciudadano mundial 2018""...",gargamelx,False,Política,Mauricio Macri saludó a Trump y cenó junto Lagarde en su gran agasajo en Wall Street,https://www.lanacion.com.ar/2175272-mauricio-macri-lagarde-cena-gala-wall-street
1622,07:21 25/09/2018,1.0,0,Pero estos son todos bufones de la corte de la monarca. Que hacemos con Peronia? La decadencia asegurada !,samus26,False,Política,Quién es quién: todos los protagonistas del acto de la CTA,https://www.lanacion.com.ar/2175265-quienes-es-quien-todos-protagonistas-del-acto
1625,07:16 25/09/2018,3.0,0,"Cuenten la verdad de cómo pasan oficina por oficina el día anterior para asegurarse que nadie vaya. Todo es un circo berreta en Peronia. Y los supuestos dueños son un Freak show, como el de la foto.",samus26,False,Política,Quién es quién: todos los protagonistas del acto de la CTA,https://www.lanacion.com.ar/2175265-quienes-es-quien-todos-protagonistas-del-acto
1633,07:10 25/09/2018,2.0,0,"En un mundo donde existe la preocupación porque la tecnología está reemplazando los trabajos tradicionales, tenemos estos dinosaurios autóctonos de Peronia que hacen paros salvajes. Siempre la decadencia y el extravío ante todo.",samus26,False,Política,Quién es quién: todos los protagonistas del acto de la CTA,https://www.lanacion.com.ar/2175265-quienes-es-quien-todos-protagonistas-del-acto
2372,23:56 24/09/2018,7.0,1,"Pancho, mira que no rezo por vos ni por Porota, si te cae un rayo, yo no fuì ",nesfer24,False,Política,Atacan con bombas molotov una sede de Gendarmería Nacional en Monserrat,https://www.lanacion.com.ar/2175245-atacan-bombas-molotov-sede-gendarmeria-nacional-san
2473,23:37 24/09/2018,,1,los globertos piden que la policía los reprima y los detenga parece que les gusta ponerse boca abajo,guli1911,False,Política,Atacan con bombas molotov una sede de Gendarmería Nacional en Monserrat,https://www.lanacion.com.ar/2175245-atacan-bombas-molotov-sede-gendarmeria-nacional-san
2479,23:34 24/09/2018,,2,El globerto pide tirar....gas goma..! ,ccmaxima,False,Política,Atacan con bombas molotov una sede de Gendarmería Nacional en Monserrat,https://www.lanacion.com.ar/2175245-atacan-bombas-molotov-sede-gendarmeria-nacional-san
2517,23:32 24/09/2018,1.0,0,"@Lavite @etacarinae88 bueno, voy allí.  La verdad que leer los comentarios que repite alberto por millonésima vez me tiene saturada, como cuando hablaba Porota por Condena Nacional .....",etacarinae88,True,Política,Atacan con bombas molotov una sede de Gendarmería Nacional en Monserrat,https://www.lanacion.com.ar/2175245-atacan-bombas-molotov-sede-gendarmeria-nacional-san
2914,22:18 24/09/2018,,3,Te lo avise Globerto....MENTIR Y HAMBREAR GENERA VIOLENCIA ....,ccmaxima,False,Política,Atacan con bombas molotov una sede de Gendarmería Nacional en Monserrat,https://www.lanacion.com.ar/2175245-atacan-bombas-molotov-sede-gendarmeria-nacional-san
3086,21:41 24/09/2018,7.0,0,ES EL POROTAJE DESESTABILIZADOR!!,MARIOPEREZ2706,False,Política,Atacan con bombas molotov una sede de Gendarmería Nacional en Monserrat,https://www.lanacion.com.ar/2175245-atacan-bombas-molotov-sede-gendarmeria-nacional-san
3103,21:33 24/09/2018,8.0,2,"En China, EE.UU., Rusia, Francia, Cuba, Corea del Sur o la del Norte, etc, etc un ataque contra una fuerza de seguridad del estado es reprimida inmediata y expiditivamente sin mediar palabras. En Peronia esto es imposible por los mal entendidos ""derechos humanos"" que solo valen para los delincuentes.",msaez5,False,Política,Atacan con bombas molotov una sede de Gendarmería Nacional en Monserrat,https://www.lanacion.com.ar/2175245-atacan-bombas-molotov-sede-gendarmeria-nacional-san
3216,21:13 24/09/2018,4.0,0,LA DIPUTADA CAMPORITA QUE FUE A INVITAR A PUTIN PARA EL JUICIO A POROTA (LA EXITOSA PERSEGUIDA POLITICA QUE NO ROBO NADA) PODRIA PEDIRLE CONSEJOS SOBRE COMO TRATARIAN EN LA KGV  A LOS TERRORISTAS QUE VENDIERON URANIO A IRAN,MilOjos,False,Política,Atacan con bombas molotov una sede de Gendarmería Nacional en Monserrat,https://www.lanacion.com.ar/2175245-atacan-bombas-molotov-sede-gendarmeria-nacional-san
3218,21:14 24/09/2018,1.0,2,@ccadadad PERO SI NO VOTAS A POROTA FRANCISCO NO TE VA A MANDAR UN ROSARIO,MilOjos,True,Política,Atacan con bombas molotov una sede de Gendarmería Nacional en Monserrat,https://www.lanacion.com.ar/2175245-atacan-bombas-molotov-sede-gendarmeria-nacional-san
3268,21:02 24/09/2018,4.0,0,@cbreitor1 NO DESCENDIO POROTA ALIADA DE LOS MAPUCHES TRUCHOS QUE TIENEN UNA GUERRA PERSONAL CON LOS GENDARMES,MilOjos,True,Política,Atacan con bombas molotov una sede de Gendarmería Nacional en Monserrat,https://www.lanacion.com.ar/2175245-atacan-bombas-molotov-sede-gendarmeria-nacional-san
3561,20:14 24/09/2018,3.0,0,"Mira, hubo más en la convocatoria por el desafuero de la Porota",Kavenaghi,False,Política,Atacan con bombas molotov una sede de Gendarmería Nacional en Monserrat,https://www.lanacion.com.ar/2175245-atacan-bombas-molotov-sede-gendarmeria-nacional-san
3968,18:36 25/09/2018,,1,Dale sandleris Eso si no tardes mucho w esta todo incendiado y la gente no come Lastima q el equipo d hiperhonestos tardo tres años es dignosticar lo q les dejo porota Pasa q tom con eso d q va poco a la oficina los finde juega al paddle etc no ha tenido tiempo para ver los temas q seguro le preparo jerry en tienpo y forma,aoubel1,False,Economía,"Guido Sandleris: ""Trabajaremos para recuperar la estabilidad de precios""",https://www.lanacion.com.ar/2175489-guido-sandleris-trabajaremos-recuperar-estabilidad-precios
3972,18:34 25/09/2018,,0,"La culpa esta en el apellido era un Ka p...
para mi que lo puso la Porota.
Sandleris suena tan Lindo como Kici-lof. Otro que llego ultimo al reparto de apellidos.",MatDeb,False,Economía,"Guido Sandleris: ""Trabajaremos para recuperar la estabilidad de precios""",https://www.lanacion.com.ar/2175489-guido-sandleris-trabajaremos-recuperar-estabilidad-precios
4155,17:49 25/09/2018,1.0,0,"Como? Trump pretende derrocar a un regimen que derroco a un gobierno que tenia a Iran con igualdad de libertades entre hombres y mujeres y vivian como en europa, que descaro.
Por cierto los que ayudaron a subir al poder al regimen irani antes de ser masacrados por estos, fueron los izquierdistas, otra maravilla de la izquierda.",dhfhkdg,False,El Mundo,"Rohani acusó a Trump de querer ""derrocar"" al régimen iraní",https://www.lanacion.com.ar/2175475-rohani-acuso-trump-querer-derrocar-al-regimen
4350,00:51 26/09/2018,,0,en cambio uds los trolls del pro estan euforicos porque parece q tom llega a diciembre Ojala termine y la pase muy bien en una banca en el aguantadero del senado con carlo y porota,aoubel1,False,Política,"Mauricio Macri: ""Caputo no tenía vocación de ejercer ese cargo, fue un gesto patriótico""",https://www.lanacion.com.ar/2175527-mauricio-macri-caputo-no-tenia-vocacion-ejercer
4449,00:47 26/09/2018,,0,tom solo le gana a porota un ballotage Asi q mejor q consiga una banca en el aguantadero del senado si no quiere ir adentro en cuanto aparezcan fotocopias d alguna libretita q aca parece ser lo unico q se puede usar contra las bandas d ladrones de los gobiernos q pasan a ser oposicion,aoubel1,False,Política,"Mauricio Macri: ""Caputo no tenía vocación de ejercer ese cargo, fue un gesto patriótico""",https://www.lanacion.com.ar/2175527-mauricio-macri-caputo-no-tenia-vocacion-ejercer
4489,23:23 25/09/2018,3.0,0,@turines Ud. no decía nada cuando LA POROTA  mostraba el tafanario bailando  en cada acto ...tampoco decía nada cuando volaban los BOLSOS CON DOLARES ..POR QUE NO SE CALLA ...si puede .,josevar,True,Política,"En la ONU, Macri dijo que denunciará al régimen de Maduro ante la Corte de La Haya",https://www.lanacion.com.ar/2175513-en-onu-macri-dijo-denunciara-al-regimen
4498,21:24 25/09/2018,6.0,3,"@elopez3 En eso anda, la última que se ocupó del país fué Porota y lo desocupó de dólares y euros.",jlopez149,True,Política,"En la ONU, Macri dijo que denunciará al régimen de Maduro ante la Corte de La Haya",https://www.lanacion.com.ar/2175513-en-onu-macri-dijo-denunciara-al-regimen
4499,21:49 25/09/2018,3.0,0,"@jlopez149 @elopez3 La porota Y SUS BANDAS de delincuentes, vaciaron Nuestro País. ",mojeda12,True,Política,"En la ONU, Macri dijo que denunciará al régimen de Maduro ante la Corte de La Haya",https://www.lanacion.com.ar/2175513-en-onu-macri-dijo-denunciara-al-regimen
4506,21:21 25/09/2018,4.0,0,@dcrippa1 La sopera es Porota.,jlopez149,True,Política,"En la ONU, Macri dijo que denunciará al régimen de Maduro ante la Corte de La Haya",https://www.lanacion.com.ar/2175513-en-onu-macri-dijo-denunciara-al-regimen
4515,21:06 25/09/2018,5.0,0,"Macri, estadista. Porota, está lista.",juanalacuerda,False,Política,"En la ONU, Macri dijo que denunciará al régimen de Maduro ante la Corte de La Haya",https://www.lanacion.com.ar/2175513-en-onu-macri-dijo-denunciara-al-regimen
4543,21:20 25/09/2018,,0,@gargamelx Cuando iba Porota (la ladrona serial) se iba hasta la que le deja el vaso de H2cero.,jlopez149,True,Política,"En la ONU, Macri dijo que denunciará al régimen de Maduro ante la Corte de La Haya",https://www.lanacion.com.ar/2175513-en-onu-macri-dijo-denunciara-al-regimen
4580,19:36 25/09/2018,3.0,0,Denuncia a Porota tambièn por el asesinato de los 52 de Once por el choreo con los Cirigliano ,nesfer24,False,Política,"En la ONU, Macri dijo que denunciará al régimen de Maduro ante la Corte de La Haya",https://www.lanacion.com.ar/2175513-en-onu-macri-dijo-denunciara-al-regimen
4596,19:14 25/09/2018,7.0,18,@ELYOSOY los jubilados muertos que cobraban con  Porota ? ,TioBerlin,True,Política,"En la ONU, Macri dijo que denunciará al régimen de Maduro ante la Corte de La Haya",https://www.lanacion.com.ar/2175513-en-onu-macri-dijo-denunciara-al-regimen
4597,19:15 25/09/2018,4.0,0,"BASTA DE POROTA
.HÁGANSE CARGO YA SON MAYORES DE 18. SON BÁSICOS",ELYOSOY,False,Política,"En la ONU, Macri dijo que denunciará al régimen de Maduro ante la Corte de La Haya",https://www.lanacion.com.ar/2175513-en-onu-macri-dijo-denunciara-al-regimen
4598,19:16 25/09/2018,6.0,0,@TioBerlin @ELYOSOY ...y los muertos que votaban a Porota .....,etacarinae88,True,Política,"En la ONU, Macri dijo que denunciará al régimen de Maduro ante la Corte de La Haya",https://www.lanacion.com.ar/2175513-en-onu-macri-dijo-denunciara-al-regimen
4599,19:16 25/09/2018,5.0,0,"@ELYOSOY     Debemos responder por lo afanado por porota y sus secuaces,",oscarbr,True,Política,"En la ONU, Macri dijo que denunciará al régimen de Maduro ante la Corte de La Haya",https://www.lanacion.com.ar/2175513-en-onu-macri-dijo-denunciara-al-regimen
4672,19:03 25/09/2018,5.0,0,"@Pianobaar Parrili, la deuda viene de antes con todo el dèficit que dejò la Porota y la falta de obras de infraestructura, no se endeuda porque quiere, de ahì el dèficit cero.",diamanteenbruto,True,Política,"En la ONU, Macri dijo que denunciará al régimen de Maduro ante la Corte de La Haya",https://www.lanacion.com.ar/2175513-en-onu-macri-dijo-denunciara-al-regimen
4682,20:00 25/09/2018,,0,"@greenpatch @Pianobaar Tomo deuda por que LOS 70 AÑOS de PJ.FPV- 
                     Dejaron Nuestro País, vaciado, y con la INFLACIÓN  mas alta del mundo 
                  desp de Venezuela, Y 47 % de pobreza,  Miles de villas miserias,
                             Miles de  Planes vagar.( que debió ser temporario) 
                        Miles de Empleos, ficticios.(ñoquis)  etc etc . sabélo, ",mojeda12,True,Política,"En la ONU, Macri dijo que denunciará al régimen de Maduro ante la Corte de La Haya",https://www.lanacion.com.ar/2175513-en-onu-macri-dijo-denunciara-al-regimen
4684,21:34 25/09/2018,,0,"@Pianobaar Tomaron  la deuda por que los que Ocuparon  el Gobierno  X 70 AÑOS .PJ--FPV-  
                 Dejaron el Banco Central EN ROJO. la Inflación mas alta del mundo,
                           desp . de Venezuela,  47 % de pobreza,MILES de villas miserias, 
                             MILES Planes vagar, MILES de Empleos ficticios,
                                     MILES sin EDUCACIÓN. etc.
            . Ahora necesitamos varios MANDRAKES, Para que convierta Este, 
                       Desastre Financiero, Social, y Humano,  en algo mas vivible. sabias?   ",mojeda12,True,Política,"En la ONU, Macri dijo que denunciará al régimen de Maduro ante la Corte de La Haya",https://www.lanacion.com.ar/2175513-en-onu-macri-dijo-denunciara-al-regimen
4702,18:56 25/09/2018,4.0,0,@Garazola ...lo defiende Porota y los Porotudos ....,etacarinae88,True,Política,"En la ONU, Macri dijo que denunciará al régimen de Maduro ante la Corte de La Haya",https://www.lanacion.com.ar/2175513-en-onu-macri-dijo-denunciara-al-regimen
4711,18:53 25/09/2018,,3,"Eso esta muy bien, pero seria mejor que hubieses denunciado y apurado las causas de la Porota. El pais estaria mejor.",Vipest,False,Política,"En la ONU, Macri dijo que denunciará al régimen de Maduro ante la Corte de La Haya",https://www.lanacion.com.ar/2175513-en-onu-macri-dijo-denunciara-al-regimen
4759,18:46 25/09/2018,2.0,0,"@enciclopedico ...está acá, inclusive querellante en la causa de los cuadernos porque Porota tenía una carpetita de él.",etacarinae88,True,Política,"En la ONU, Macri dijo que denunciará al régimen de Maduro ante la Corte de La Haya",https://www.lanacion.com.ar/2175513-en-onu-macri-dijo-denunciara-al-regimen
5250,02:05 27/09/2018,,0,"La Campora , los soldados de la Porota , te vamos a ayudar , Maduro , te llevaremos todo el papel higiénico posible que te robara el Imperio Yanqui.",jromeo3,False,El Mundo,"En la ONU, Maduro le apuntó a Trump por la presión internacional sobre Venezuela",https://www.lanacion.com.ar/2175843-en-onu-maduro-le-apunto-trump-presion
5319,16:25 27/09/2018,1.0,0,"¿Cuándo comenzarán a procesar a los integrantes de la asociación ilícita ""Justicia Legítima ?
Cada vez está más claro su objeto societario como brazo judicial de la Mafia de la Porota.",NuestraRepublica,False,Política,"Cuadernos de las coimas: ""Wado"" de Pedro negó las acusaciones y apuntó contra José López y Bonadio",https://www.lanacion.com.ar/2175792-cuadernos-coimas-wado-pedro-nego-acusaciones-apunto
