,fecha,likes,respuestas,texto,usuario,es_respuesta,seccion,titulo,url
33004,18:55 08/10/2018,6.0,1,Otro Vende-sentencias? Que berreta todo en Peronia.,samus26,False,Política,"El juez Canicoba, con permisos para manejar autos de alta gama a nombre de familiares y un empresario",https://www.lanacion.com.ar/2179742-el-juez-canicoba-permisos-manejar-autos-alta
33290,18:49 08/10/2018,,0,"@jmjf2364 El turco es el guru de porota, se va a momificar igual que el en el senado para no ir presa",sil2012,True,Política,Confirman el procesamiento de Cristina Kirchner y sus hijos en la causa Hotesur,https://www.lanacion.com.ar/2179723-confirman-procesamiento-cristina-kirchner-sus-hijos-causa
33294,18:46 08/10/2018,3.0,1,"Se acuerdan del dicho ""en Argentina solo van presos los perejiles"", eso se acabó. Lo economico mejorará gradualmente estuvimos 12 años haciendo el pago minimo con la tarjeta de credito para que estos corruptos intoxiquen con planes en busca de subditos, se acabó el flan, a pagar la fiesta , a sacarles el ultimo mango a estos delincuentes y carcel comun para la familia mas corrupta de la argentina Floppy va primera, despues Porota y despues Mr Play que sin laburar tiene 94.000.000 de pesos jajajaja terminan todos y TODES presos",alapipeta4,False,Política,Confirman el procesamiento de Cristina Kirchner y sus hijos en la causa Hotesur,https://www.lanacion.com.ar/2179723-confirman-procesamiento-cristina-kirchner-sus-hijos-causa
33300,18:47 08/10/2018,3.0,0,"@jmjf2364 La porota también la tiene en el extranjero, seychelles, por ej., pero también en propiedades aquí, y no puede  justificar!!!",jazmin1947,True,Política,Confirman el procesamiento de Cristina Kirchner y sus hijos en la causa Hotesur,https://www.lanacion.com.ar/2179723-confirman-procesamiento-cristina-kirchner-sus-hijos-causa
33327,18:35 08/10/2018,5.0,0,"@jmjf2364 Jaja, lenta, segura y estrepitosa caida. De la porota y sus crios con el resto de la banda.",sil2012,True,Política,Confirman el procesamiento de Cristina Kirchner y sus hijos en la causa Hotesur,https://www.lanacion.com.ar/2179723-confirman-procesamiento-cristina-kirchner-sus-hijos-causa
33344,18:33 08/10/2018,2.0,0,"Kerneros, no entienden que prefiero comer polenta para pagar el gas, pero ver caer a porota y el resto de la banda??????",sil2012,False,Política,Confirman el procesamiento de Cristina Kirchner y sus hijos en la causa Hotesur,https://www.lanacion.com.ar/2179723-confirman-procesamiento-cristina-kirchner-sus-hijos-causa
33349,18:32 08/10/2018,1.0,0,"Porota, si tenias mas tiempo te afanabas la cordillera, no tenès limites ",nesfer24,False,Política,Confirman el procesamiento de Cristina Kirchner y sus hijos en la causa Hotesur,https://www.lanacion.com.ar/2179723-confirman-procesamiento-cristina-kirchner-sus-hijos-causa
33372,18:27 08/10/2018,5.0,0,"La cacatua, el sapo y  la Porota a podrirse en cafua",garonna,False,Política,Confirman el procesamiento de Cristina Kirchner y sus hijos en la causa Hotesur,https://www.lanacion.com.ar/2179723-confirman-procesamiento-cristina-kirchner-sus-hijos-causa
33399,18:19 08/10/2018,3.0,0,Y el cuca se queja del gas cuando su guita se la choreo Porota y sus forajidos ,nesfer24,False,Política,Confirman el procesamiento de Cristina Kirchner y sus hijos en la causa Hotesur,https://www.lanacion.com.ar/2179723-confirman-procesamiento-cristina-kirchner-sus-hijos-causa
33489,18:07 08/10/2018,2.0,2,"Si la justicia actua correctamente, Porota acumula como 100 años y no de soledad, la acompaña su cria ",nesfer24,False,Política,Confirman el procesamiento de Cristina Kirchner y sus hijos en la causa Hotesur,https://www.lanacion.com.ar/2179723-confirman-procesamiento-cristina-kirchner-sus-hijos-causa
33607,17:52 08/10/2018,2.0,4,No se que hacen los kernerolos en el foro en lugar de ir a comprar pasaje a Venezuela...,sil2012,False,Política,Confirman el procesamiento de Cristina Kirchner y sus hijos en la causa Hotesur,https://www.lanacion.com.ar/2179723-confirman-procesamiento-cristina-kirchner-sus-hijos-causa
33795,17:31 08/10/2018,3.0,0,"con esta causa la porota suma a su ya frondoso prontuario, el quinto juicio que será elevado a juicio oral y no es bonadío el que la instruyó, eh? pichetto y cía. no es suficiente para quitarle los fueros? uds. quieren sentencia definitiva para despojarla de tal privilegio....pero en el supuesto absolutamente inverosímil que la delincuente saliera absuelta de culpa y cargo de todas las causas,  penales que tiene en su contra (y las que vendrán), tal prontuario no trasluce un ""desorden de conducta"", una ""inhabilidad moral"" que debiera bastar para apartarla del ""honorable congreso de la nación?; le recuerdo a pichetto y sus secuaces que tal argumento utilizó LA PROPIA LADRONA MAYOR cuando siendo senadora (en el 2005 si mal no recuerdo) PIDIO QUITARLE LOS FUEROS AL DR. ANGELOZ (si mal no recuerdo) ¿porqué no apelar a la propia doctrina de la ladrona para desaforarla?",clase51,False,Política,Confirman el procesamiento de Cristina Kirchner y sus hijos en la causa Hotesur,https://www.lanacion.com.ar/2179723-confirman-procesamiento-cristina-kirchner-sus-hijos-causa
33799,17:30 08/10/2018,3.0,0,"Porota, te recomiendo ir devolviendo los fajos de guita, es un atenuante, les dan menos años de carcel ",nesfer24,False,Política,Confirman el procesamiento de Cristina Kirchner y sus hijos en la causa Hotesur,https://www.lanacion.com.ar/2179723-confirman-procesamiento-cristina-kirchner-sus-hijos-causa
33860,17:23 08/10/2018,4.0,0,"MEMORIA

** AFANO Y NARCOS **

EL ""MODELO"" KERNERISTA DE INCLUSION SOCIAL

MEMORIA-----",The_Illuminator,False,Política,Confirman el procesamiento de Cristina Kirchner y sus hijos en la causa Hotesur,https://www.lanacion.com.ar/2179723-confirman-procesamiento-cristina-kirchner-sus-hijos-causa
34321,15:25 08/10/2018,1.0,3,@mojeda12 Y A POROTA QUE LE SUGERIS? O A BODOU?,Soyargentino,True,Política,El Gobierno busca el equilibrio entre defender a Macri y contener a Carrió en Cambiemos,https://www.lanacion.com.ar/2179686-el-gobierno-busca-el-equilibrio-entre-defender-a-macri-y-contener-a-carrio-en-cambiemos
34615,14:29 09/10/2018,2.0,0,"En este infierno impositivo llamado peronia, los que evaden impuestos son héroes, gracias a ellos peronistan todavía no llegó a ser un país africano y queda gente comerciando",fedeacade,False,Economía,Monotributo: cuánto subirán en enero la facturación tope y los aportes,https://www.lanacion.com.ar/2180004-cuanto-subiran-enero-facturacion-tope-aportes-del
34880,23:57 09/10/2018,4.0,0,@amazona2 @ghriva @tmcdonnell jajaja peronia es hermoso. ,ghriva,True,Política,"Lorenzetti le contestó a Rosenkrantz: habló de ""mediocridad"" y de generar un ""clima de tensión y temor""",https://www.lanacion.com.ar/2180135-lorenzetti-acuso-rosenkrantz-generar-clima-tension-temor
35213,22:13 09/10/2018,6.0,2,"Cuanto globerto suelto.... Defienden a Rosenkrantz, y lo conocen desde hace 5 minutos.....",gargamelx,False,Política,"Lorenzetti le contestó a Rosenkrantz: habló de ""mediocridad"" y de generar un ""clima de tensión y temor""",https://www.lanacion.com.ar/2180135-lorenzetti-acuso-rosenkrantz-generar-clima-tension-temor
35217,22:14 09/10/2018,1.0,1,@cserrano5 Yo vote al Mauri por el CIJ.... Hasta ayer ni sabias que existia el CIJ!!! Globerto!!!!,gargamelx,True,Política,"Lorenzetti le contestó a Rosenkrantz: habló de ""mediocridad"" y de generar un ""clima de tensión y temor""",https://www.lanacion.com.ar/2180135-lorenzetti-acuso-rosenkrantz-generar-clima-tension-temor
35218,22:15 09/10/2018,,0,"@gargamelx @cserrano5  Mentira, cualquiera que dice Mauri o globerto es kirchnerista.",lopeshito1,True,Política,"Lorenzetti le contestó a Rosenkrantz: habló de ""mediocridad"" y de generar un ""clima de tensión y temor""",https://www.lanacion.com.ar/2180135-lorenzetti-acuso-rosenkrantz-generar-clima-tension-temor
35234,22:09 09/10/2018,1.0,1,Me mata la cantidad de personas que ponen las manos en el fuego por Rosenkrantz... si hasta hace 10 minutos nadie lo conocía.... Globerto fanatico?,gargamelx,False,Política,"Lorenzetti le contestó a Rosenkrantz: habló de ""mediocridad"" y de generar un ""clima de tensión y temor""",https://www.lanacion.com.ar/2180135-lorenzetti-acuso-rosenkrantz-generar-clima-tension-temor
35327,21:34 09/10/2018,1.0,0,"@fcab1 @altobelli @lopeshito1 Jajaja, qué candidez la suya, globerto.",AlanBiqqeNotDead,True,Política,"Lorenzetti le contestó a Rosenkrantz: habló de ""mediocridad"" y de generar un ""clima de tensión y temor""",https://www.lanacion.com.ar/2180135-lorenzetti-acuso-rosenkrantz-generar-clima-tension-temor
35402,21:23 09/10/2018,3.0,8,viendo el humor de los globertos uno entiende porque votaron al tartamudo ridiculo que hoy se les rie en la cara.,cfilters,False,Política,"Lorenzetti le contestó a Rosenkrantz: habló de ""mediocridad"" y de generar un ""clima de tensión y temor""",https://www.lanacion.com.ar/2180135-lorenzetti-acuso-rosenkrantz-generar-clima-tension-temor
35405,21:24 09/10/2018,1.0,0,"@fcab1 @cfilters El foro es tema libre. ¿Usted es nuevo, globerto?",AlanBiqqeNotDead,True,Política,"Lorenzetti le contestó a Rosenkrantz: habló de ""mediocridad"" y de generar un ""clima de tensión y temor""",https://www.lanacion.com.ar/2180135-lorenzetti-acuso-rosenkrantz-generar-clima-tension-temor
35726,23:32 09/10/2018,5.0,0,"Gordo máximo ""raya"" Kirchner. Pensar que es diputado. Sólo en peronia.",darilsito,False,Política,Cuadernos de las coimas: Bonadio citó a indagatoria a Máximo Kirchner por el dinero ilegal en la campaña,https://www.lanacion.com.ar/2180128-cuadernos-coimas-bonadio-cito-indagatoria-maximo-kirchner
35773,22:13 09/10/2018,3.0,0,Y ahora nene de la Porota?No.te preocupes la Campora te salva!!,jnunezmendoza,False,Política,Cuadernos de las coimas: Bonadio citó a indagatoria a Máximo Kirchner por el dinero ilegal en la campaña,https://www.lanacion.com.ar/2180128-cuadernos-coimas-bonadio-cito-indagatoria-maximo-kirchner
35797,22:18 09/10/2018,2.0,0,@fangio_lopez ni kerneristas.,mmatran,True,Política,Cuadernos de las coimas: Bonadio citó a indagatoria a Máximo Kirchner por el dinero ilegal en la campaña,https://www.lanacion.com.ar/2180128-cuadernos-coimas-bonadio-cito-indagatoria-maximo-kirchner
35798,21:46 09/10/2018,5.0,1,"Dado que no tiene fueros, en primer lugar, la cara de gallo Florencia, tiene que ir presa! de esa forma la Porota va a desembuchar!",JEJENN,False,Política,Cuadernos de las coimas: Bonadio citó a indagatoria a Máximo Kirchner por el dinero ilegal en la campaña,https://www.lanacion.com.ar/2180128-cuadernos-coimas-bonadio-cito-indagatoria-maximo-kirchner
35799,00:43 10/10/2018,,0,"@JEJENN Estimado, permítame disentir: Porota es un perfecta sociópata y no quiere a nadie, ni a sus hijos, caso contrario no los hubiera involucrado en sus actividades mafiosas.- ",LIREZ0711,True,Política,Cuadernos de las coimas: Bonadio citó a indagatoria a Máximo Kirchner por el dinero ilegal en la campaña,https://www.lanacion.com.ar/2180128-cuadernos-coimas-bonadio-cito-indagatoria-maximo-kirchner
35831,21:27 09/10/2018,6.0,1,"Pregunto: Si Porota, Maximo, Floppy , Rocio (ex mujer del crack de la play) van en cana ¿quien joraca va a cuidar a Nestor Ivan y Helena? ¿Hebe y Estela de Carloto? No pensó en sus hijos la jefa de la banda, pero...¿tampoco pensó en sus nietos? solo en sus euros y sus dolares (los nuestros)?",alapipeta4,False,Política,Cuadernos de las coimas: Bonadio citó a indagatoria a Máximo Kirchner por el dinero ilegal en la campaña,https://www.lanacion.com.ar/2180128-cuadernos-coimas-bonadio-cito-indagatoria-maximo-kirchner
35894,21:10 09/10/2018,3.0,0,"@jorgerai ""No conozco a ninguna Cristina !!!!!"" (POROTA)",FirthOfFifth,True,Política,Cuadernos de las coimas: Bonadio citó a indagatoria a Máximo Kirchner por el dinero ilegal en la campaña,https://www.lanacion.com.ar/2180128-cuadernos-coimas-bonadio-cito-indagatoria-maximo-kirchner
35901,21:03 09/10/2018,1.0,0,"HUY HUY HUY,,,LA POROTA ESTA QUE ARDE !!!",wonder2017,False,Política,Cuadernos de las coimas: Bonadio citó a indagatoria a Máximo Kirchner por el dinero ilegal en la campaña,https://www.lanacion.com.ar/2180128-cuadernos-coimas-bonadio-cito-indagatoria-maximo-kirchner
35924,20:50 09/10/2018,5.0,1,"POROTA también dice que  ""no conoce a Cristina !!!!!""",FirthOfFifth,False,Política,Cuadernos de las coimas: Bonadio citó a indagatoria a Máximo Kirchner por el dinero ilegal en la campaña,https://www.lanacion.com.ar/2180128-cuadernos-coimas-bonadio-cito-indagatoria-maximo-kirchner
35937,21:08 09/10/2018,,0,@jorgerai ¿Dr???? No me digas que tiene un Título parecido al que extravió Porota.- ,LIREZ0711,True,Política,Cuadernos de las coimas: Bonadio citó a indagatoria a Máximo Kirchner por el dinero ilegal en la campaña,https://www.lanacion.com.ar/2180128-cuadernos-coimas-bonadio-cito-indagatoria-maximo-kirchner
35964,20:31 09/10/2018,3.0,0,"@mariapazluna ...no es para menos: ¿por qué las investigaciones de carpetitas estaban en poder de Porota en Calafate?, esas investigaciones debieron quedarse en al ex-Side o la Afi .....",etacarinae88,True,Política,Cuadernos de las coimas: Bonadio citó a indagatoria a Máximo Kirchner por el dinero ilegal en la campaña,https://www.lanacion.com.ar/2180128-cuadernos-coimas-bonadio-cito-indagatoria-maximo-kirchner
36005,20:17 09/10/2018,6.0,4,"Me sacaron? No importa, lo escribo de nuevo. Máximo tiene fueros como Porota, pero Florencia no. Vaya familia en la que buscan salvarse la madre y el hermano mayor pero dejan expuesta a la nena.",ChrisMB,False,Política,Cuadernos de las coimas: Bonadio citó a indagatoria a Máximo Kirchner por el dinero ilegal en la campaña,https://www.lanacion.com.ar/2180128-cuadernos-coimas-bonadio-cito-indagatoria-maximo-kirchner
36022,20:11 09/10/2018,4.0,3,"REALMENTE POROTA DEBE HABER HECHO ALGÚN ESFUERZO CUANDO ESTABA EMBARAZADA, NO PODES PARlR SEMEJANTE MONSTRUO.",lcow0134,False,Política,Cuadernos de las coimas: Bonadio citó a indagatoria a Máximo Kirchner por el dinero ilegal en la campaña,https://www.lanacion.com.ar/2180128-cuadernos-coimas-bonadio-cito-indagatoria-maximo-kirchner
36045,20:05 09/10/2018,6.0,2,"DE UNA COSA ESTOY SEGURO, SI PICHETTO YA ESTA QUEMADO HASTA LAS BOL.......CON EL DESAFUERO DE POROTA, IMAGINATE A ESTE CUANDO LE PIDAN QUE LO DESAFORE.......QUE JORACA VA A ARGUMENTAR?",gguasoncito1,False,Política,Cuadernos de las coimas: Bonadio citó a indagatoria a Máximo Kirchner por el dinero ilegal en la campaña,https://www.lanacion.com.ar/2180128-cuadernos-coimas-bonadio-cito-indagatoria-maximo-kirchner
36090,19:55 09/10/2018,1.0,3,"@Sebastian1976 O la reeligen, y salen todos libres. Todo es posible en Peronia.",lopeshito1,True,Política,Cuadernos de las coimas: Bonadio citó a indagatoria a Máximo Kirchner por el dinero ilegal en la campaña,https://www.lanacion.com.ar/2180128-cuadernos-coimas-bonadio-cito-indagatoria-maximo-kirchner
36092,19:55 09/10/2018,,0,@Sebastian1976  Peronia.,lopeshito1,True,Política,Cuadernos de las coimas: Bonadio citó a indagatoria a Máximo Kirchner por el dinero ilegal en la campaña,https://www.lanacion.com.ar/2180128-cuadernos-coimas-bonadio-cito-indagatoria-maximo-kirchner
36155,19:33 09/10/2018,2.0,0,"MAMA QUE FOTO ME CUELGO? LA DE MALDONADO, LA DE MILAGROS , LA DE LULA? POROTA ""PEDAZO DE PARRILLI COLGATE LA DE BOLSONAROOOOOOOOO!",alapipeta4,False,Política,Cuadernos de las coimas: Bonadio citó a indagatoria a Máximo Kirchner por el dinero ilegal en la campaña,https://www.lanacion.com.ar/2180128-cuadernos-coimas-bonadio-cito-indagatoria-maximo-kirchner
36157,19:38 09/10/2018,,0,"@jorgebarro Que este impresentable se legislador y que el balbuceante sea presidente sería una frase más creíble,claro,si no estás teñido de partidismo y te da para ver el desastre que es peronia.",EduardoMain,True,Política,Cuadernos de las coimas: Bonadio citó a indagatoria a Máximo Kirchner por el dinero ilegal en la campaña,https://www.lanacion.com.ar/2180128-cuadernos-coimas-bonadio-cito-indagatoria-maximo-kirchner
36207,19:25 09/10/2018,,0,@sebastian877 no te hagas malasangre sebastián .... no existe prueba alguna  ... el compañero hizo la fortuna militando por los pobres ... estos globertos lo quieren desacreditar ... no te calenté ....,arg030,True,Política,Cuadernos de las coimas: Bonadio citó a indagatoria a Máximo Kirchner por el dinero ilegal en la campaña,https://www.lanacion.com.ar/2180128-cuadernos-coimas-bonadio-cito-indagatoria-maximo-kirchner
36301,11:15 10/10/2018,1.0,0,"Ahora todos los kerneristas odian a Navarro, son una secta",Rolinho,False,Política,"Guillermo Moreno, contra Roberto Navarro: ""Sos un idiota útil""",https://www.lanacion.com.ar/2180061-guillermo-moreno-roberto-navarro-sos-idiota-util
36440,21:26 09/10/2018,9.0,2,"No se peleen, igual van todos presos..
La única que queda para defender a Porota es la Carlotto.",mariapazluna,False,Política,"Guillermo Moreno, contra Roberto Navarro: ""Sos un idiota útil""",https://www.lanacion.com.ar/2180061-guillermo-moreno-roberto-navarro-sos-idiota-util
36488,20:29 09/10/2018,7.0,1,"POROTA dice que ""No conoce a Cristina !!!!!""",FirthOfFifth,False,Política,"Guillermo Moreno, contra Roberto Navarro: ""Sos un idiota útil""",https://www.lanacion.com.ar/2180061-guillermo-moreno-roberto-navarro-sos-idiota-util
36493,20:26 09/10/2018,4.0,3,@FirthOfFifth yo tampoco la conozco... ¿era arquitecta egipcia o abogada exitosa?,eltopogigio,True,Política,"Guillermo Moreno, contra Roberto Navarro: ""Sos un idiota útil""",https://www.lanacion.com.ar/2180061-guillermo-moreno-roberto-navarro-sos-idiota-util
36527,19:57 09/10/2018,5.0,0,Tertulias de alto nivel. Sólo en peronia,brela07,False,Política,"Guillermo Moreno, contra Roberto Navarro: ""Sos un idiota útil""",https://www.lanacion.com.ar/2180061-guillermo-moreno-roberto-navarro-sos-idiota-util
36620,18:57 09/10/2018,7.0,0,Tener de jefa a Porota lo dice todo de estos dos piojos.,Vitolino,False,Política,"Guillermo Moreno, contra Roberto Navarro: ""Sos un idiota útil""",https://www.lanacion.com.ar/2180061-guillermo-moreno-roberto-navarro-sos-idiota-util
36649,18:48 09/10/2018,5.0,0,"POROTA dice que ""No conoce a Cristina !""",FirthOfFifth,False,Política,"Guillermo Moreno, contra Roberto Navarro: ""Sos un idiota útil""",https://www.lanacion.com.ar/2180061-guillermo-moreno-roberto-navarro-sos-idiota-util
36662,18:44 09/10/2018,2.0,0,"Moreno es un patotero y quiso hacer lo mismo y se acordó q tiene varios juicios pendientes y cada vez más lejos de la impunidad que gozaba..., los dos no se animaron a hablar bien de la porota porque es un cadaver politico, mas tiempo en el senado peor huele, una verdadera zombie, lo mejor está aún por venir, que lindo ver como están implosionando.",guille_lu,False,Política,"Guillermo Moreno, contra Roberto Navarro: ""Sos un idiota útil""",https://www.lanacion.com.ar/2180061-guillermo-moreno-roberto-navarro-sos-idiota-util
36686,18:32 09/10/2018,3.0,1,Esto parece un escena de walking dead con porota corriendolos a todos.,guille_lu,False,Política,"Guillermo Moreno, contra Roberto Navarro: ""Sos un idiota útil""",https://www.lanacion.com.ar/2180061-guillermo-moreno-roberto-navarro-sos-idiota-util
36713,18:28 09/10/2018,7.0,0,"... Porota dice que ""nunca fue kirchenrista""",FirthOfFifth,False,Política,"Guillermo Moreno, contra Roberto Navarro: ""Sos un idiota útil""",https://www.lanacion.com.ar/2180061-guillermo-moreno-roberto-navarro-sos-idiota-util
36749,18:06 09/10/2018,7.0,1,"por esta vez, navarrito se ""desmarca"" de las instrucciones de la porota.
la habràn negado algùn "" bolsito "" ??",horaluce,False,Política,"Guillermo Moreno, contra Roberto Navarro: ""Sos un idiota útil""",https://www.lanacion.com.ar/2180061-guillermo-moreno-roberto-navarro-sos-idiota-util
36754,18:05 09/10/2018,1.0,1,No dar bola a discusiones de estas bestias korruptas que lo unico que saben hacer es de felpudos de la jefa nafiosa,MabelZunino,False,Política,"Guillermo Moreno, contra Roberto Navarro: ""Sos un idiota útil""",https://www.lanacion.com.ar/2180061-guillermo-moreno-roberto-navarro-sos-idiota-util
37170,18:08 09/10/2018,3.0,2,¿Por que en vez de ocuparse de $90 no empezan por desaforar ala Porota?,luego_existo,False,Política,La oposición convoca a una sesión para anular el aumento en el gas,https://www.lanacion.com.ar/2180053-la-oposicion-convoca-sesion-anular-aumento-gas
37432,17:38 09/10/2018,2.0,2,Ls llenas la cara de dedos con la realidad sl Globerto.....y bslbucea...bolsos..boldsos..bollddzzozz,ccmaxima,False,Política,La oposición convoca a una sesión para anular el aumento en el gas,https://www.lanacion.com.ar/2180053-la-oposicion-convoca-sesion-anular-aumento-gas
37506,17:30 09/10/2018,,2,Peronia es hermoso,ghriva,False,Política,La oposición convoca a una sesión para anular el aumento en el gas,https://www.lanacion.com.ar/2180053-la-oposicion-convoca-sesion-anular-aumento-gas
37604,17:09 09/10/2018,,3,Anotate este nombre Globerto.......CRISTINA FERNANDEZ DE KICHRNER,ccmaxima,False,Política,La oposición convoca a una sesión para anular el aumento en el gas,https://www.lanacion.com.ar/2180053-la-oposicion-convoca-sesion-anular-aumento-gas
37655,17:01 09/10/2018,1.0,0,Ni vos votas Macri Globerto.....o si? ,ccmaxima,False,Política,La oposición convoca a una sesión para anular el aumento en el gas,https://www.lanacion.com.ar/2180053-la-oposicion-convoca-sesion-anular-aumento-gas
37775,16:16 09/10/2018,4.0,0,"Qué raro los peronios haciendo populismo. Hipócritas, cuando la chirusa de calafate hacía estragos en el sistema energético, no decían nada. Hoy todavía no dicen nada. Basta de peronios hipócritas. Basta de decadencia. Basta de atraso. A pagar lo que hay que pagar. Gracias a los subsidios y a las políticas peronias tuvimos y tenemos que importar energía y nunca abrieron la boca. Además de lo que se robaron y tampoco dijeron y dicen nada. Basta de peronismo ignorante y corrupto. Basta de pichetos, de solas, de masitas.",ELENAEGGIMANN,False,Política,La oposición convoca a una sesión para anular el aumento en el gas,https://www.lanacion.com.ar/2180053-la-oposicion-convoca-sesion-anular-aumento-gas
37784,23:18 09/10/2018,2.0,0,"....demasiados kerneristas y pseudos mapuches,....., mucho no me interesa ...... ",etacarinae88,False,Sociedad,El Banco Ciudad subastará importantes terrenos en Bariloche,https://www.lanacion.com.ar/2180158-el-banco-ciudad-subastara-importantes-terrenos-bariloche
37921,20:48 10/10/2018,1.0,0,"@NacionJU Eso demuestra que ese agrogarca es mentiroso, nada más. Como argumento para justificar los tarifazos es muy endeble, globerto..",AlanBiqqeNotDead,True,Economía,Cuánto aumentó la factura de gas para cada usuario en la gestión de Macri,https://www.lanacion.com.ar/2180464-polemica-gas-cuanto-aumento-factura-cada-usuario
38180,00:05 11/10/2018,1.0,1,"Los tres están a años luz de Porota, pero el pueblo prefirió Barrabas...
A Brasil ya le pasó con Eneas, y eligió a Lula, la diferencia es que ellos aprendieron.",eargentum,False,El Mundo,Elecciones en Brasil: Bolsonaro le saca 16 puntos de ventaja a Haddad para el ballottage,https://www.lanacion.com.ar/2180523-bolsonaro-le-saca-16-puntos-ventaja-haddad
38284,23:01 10/10/2018,1.0,0,...lo curioso es que estoy casi segura que los fallecidos y sus familiares fueron parte del 54% que votó a Porota ..... ,etacarinae88,False,Política,"De Vido fue culpado por la corrupción, pero no lo condenaron por las muertes",https://www.lanacion.com.ar/2180555-de-vido-fue-culpado-por-la-corrupcion-pero-no-lo-condenaron-por-las-muertes
38288,22:26 10/10/2018,2.0,2,"Devido se comparó con Jesucristo, Delía hace un tiempo con Mandela, q corta se quedo Cristina q sólo se comparó con una arquitecta egipcia.",greciab,False,Política,"De Vido fue culpado por la corrupción, pero no lo condenaron por las muertes",https://www.lanacion.com.ar/2180555-de-vido-fue-culpado-por-la-corrupcion-pero-no-lo-condenaron-por-las-muertes
38772,00:12 11/10/2018,1.0,4,"@BRUCE54 Ppr qué eliminaste tu comentario anterior? te da tanta vergüenza ser macrista? no te preocupes, a muchos globertos les pasa en estos días, se sienten muy siomes, y bue...",na_cho,True,Sociedad,Dentro de una semana podrían dejar de funcionar 17 millones de celulares,https://www.lanacion.com.ar/2180482-en-semana-podrian-dejar-funcionar-17-millones
38865,23:56 10/10/2018,,4,GLOBERTO LA GENTE LO MASTICA EL VIDRIO NO LO TRAGA!!!!!!!!! BESOTES!!!!!,alberto2124,False,Sociedad,Dentro de una semana podrían dejar de funcionar 17 millones de celulares,https://www.lanacion.com.ar/2180482-en-semana-podrian-dejar-funcionar-17-millones
38892,23:50 10/10/2018,1.0,1,REFUGIATE EN BRASIL POROTA ... TU AMIGO BOLSONARO DIJE QUE TE ACOJE,BRUCE54,False,Sociedad,Dentro de una semana podrían dejar de funcionar 17 millones de celulares,https://www.lanacion.com.ar/2180482-en-semana-podrian-dejar-funcionar-17-millones
38936,23:42 10/10/2018,6.0,0,POROTA - ALBERTA2124 2019,BRUCE54,False,Sociedad,Dentro de una semana podrían dejar de funcionar 17 millones de celulares,https://www.lanacion.com.ar/2180482-en-semana-podrian-dejar-funcionar-17-millones
38942,23:42 10/10/2018,3.0,0,"EL PORCINO PUSO UNA ENCUESTA DE CLARIN QUE DICE QUE GANA CAMBIEMOS EN UN BALLOTAGE, LE FALTO INTERPRETAR TEXTOS, Y TERMINAR CUARTO GRADO, PARA DARSE CUENTA QUE LA ENCUESTA NO FAVORECÍA A POROTA.",lcow0134,False,Sociedad,Dentro de una semana podrían dejar de funcionar 17 millones de celulares,https://www.lanacion.com.ar/2180482-en-semana-podrian-dejar-funcionar-17-millones
38966,23:38 10/10/2018,2.0,0,@alberto2124 POROTA - MAXIMO - URRAKA : .... EZEIZA 2019,BRUCE54,True,Sociedad,Dentro de una semana podrían dejar de funcionar 17 millones de celulares,https://www.lanacion.com.ar/2180482-en-semana-podrian-dejar-funcionar-17-millones
38979,23:34 10/10/2018,6.0,0,"POROTA, BLANQUEÁ, EN EZEIZA TE LO VAN A EXIGIR",BRUCE54,False,Sociedad,Dentro de una semana podrían dejar de funcionar 17 millones de celulares,https://www.lanacion.com.ar/2180482-en-semana-podrian-dejar-funcionar-17-millones
38990,23:33 10/10/2018,1.0,1,@mrce3615 Y POROTA? A NOMBRE DE QUIEN LO VA A PONER????,BRUCE54,True,Sociedad,Dentro de una semana podrían dejar de funcionar 17 millones de celulares,https://www.lanacion.com.ar/2180482-en-semana-podrian-dejar-funcionar-17-millones
39003,23:30 10/10/2018,4.0,0,"@alberto2124 VOS SOS EL PIÑÓN FIJO DE POROTA, PARA QUE MÁS?",BRUCE54,True,Sociedad,Dentro de una semana podrían dejar de funcionar 17 millones de celulares,https://www.lanacion.com.ar/2180482-en-semana-podrian-dejar-funcionar-17-millones
39150,23:06 10/10/2018,4.0,2,"Recien escuchè a Maria Lujan Rey, te da ganas de decapitar a Porota y De Vido en una plaza pùblica ",nesfer24,False,Sociedad,Dentro de una semana podrían dejar de funcionar 17 millones de celulares,https://www.lanacion.com.ar/2180482-en-semana-podrian-dejar-funcionar-17-millones
39165,23:02 10/10/2018,3.0,1,DICE POROTA QUE NO VA A BLANQUEAR EL FONO ... JEJE,BRUCE54,False,Sociedad,Dentro de una semana podrían dejar de funcionar 17 millones de celulares,https://www.lanacion.com.ar/2180482-en-semana-podrian-dejar-funcionar-17-millones
39166,23:03 10/10/2018,5.0,0,"@BRUCE54 Lo de Porota es el negro y sin son bolsos, extashis",nesfer24,True,Sociedad,Dentro de una semana podrían dejar de funcionar 17 millones de celulares,https://www.lanacion.com.ar/2180482-en-semana-podrian-dejar-funcionar-17-millones
39197,23:01 10/10/2018,,0,q lindo boca river de la corrupcion Los kukad y los globos riendose cuando a la otra banda d ladrones algo le sale mal,aoubel1,False,Sociedad,Dentro de una semana podrían dejar de funcionar 17 millones de celulares,https://www.lanacion.com.ar/2180482-en-semana-podrian-dejar-funcionar-17-millones
