,es_respuesta,fecha,likes,nota_id,respuestas,texto,url,usuario,autor,seccion,titulo,severe_toxicity,toxicity,caracteres,caracteresSE
35069,False,18:05 09/10/2018,1.0,474,1.0,No dar bola a discusiones de estas bestias korruptas que lo unico que saben hacer es de felpudos de la jefa nafiosa,https://www.lanacion.com.ar/2180061-guillermo-moreno-roberto-navarro-sos-idiota-util,MabelZunino,,Política,"Guillermo Moreno, contra Roberto Navarro: ""Sos un idiota útil""",,,115,94
35087,True,17:53 09/10/2018,4.0,474,1.0,No. En el jaula de las bestias brutas,https://www.lanacion.com.ar/2180061-guillermo-moreno-roberto-navarro-sos-idiota-util,MabelZunino,,Política,"Guillermo Moreno, contra Roberto Navarro: ""Sos un idiota útil""",,,37,30
35107,False,19:41 09/10/2018,3.0,475,0.0,"......TODO ESTE CIRCO ES PARA  DARLE,, LETRA A LA GGlllllLLLLAAADDAAA  ,,SON TAN BESTIAS Q' SABEN COMO DEFENDERSE SOLOS EN LA CALLE,.....Y SI NO LES DAN LETRA ESTAN FRITOS,........................",https://www.lanacion.com.ar/2180053-la-oposicion-convoca-sesion-anular-aumento-gas,pcanoero,Gabriel Sued,Política,La oposición convoca a una sesión para anular el aumento en el gas,,,196,167
38967,False,21:14 11/10/2018,3.0,533,0.0,Pensar que hay bestias de éstas que ganan más que un investigador del Balseiro !! Cómo para que haya inversiones.,https://www.lanacion.com.ar/2180920-procesan-cupula-camioneros-extorsion,juanalacuerda,,Política,Procesan a miembros de la cúpula de Camioneros por extorsión,,,113,94
41207,True,22:00 13/10/2018,,578,2.0,"Y al que no le guste, para desdecirme por lo menos me tiene que demostrar que escaló un par de cerros conocidos, si no que cierre la sanguchera, ningún negrito del valle, me va a explicar lo que es un montañés, jajajajajajajajaja",https://www.lanacion.com.ar/2181522-al-menos-nueve-alpinistas-murieron-tormenta-nieve,fjcaldera,,El Mundo,Al menos nueve alpinistas murieron tras una tormenta de nieve en Nepal,,,229,188
41216,False,08:32 14/10/2018,,579,0.0,"En la foto de archivo se muestran las abejas Italianas, que son dociles y productivas, en cambio las que atacan en Brasil son de la raza africana, que fue introducida al continente americano y son una plaga...",https://www.lanacion.com.ar/2181518-masivo-ataque-abejas-durante-misa-brasil-al,pabloparabelum,,El Mundo,Masivo ataque de abejas durante misa en Brasil: al menos 58 heridos,,,209,173
44969,False,08:23 15/10/2018,6.0,636,0.0,"Hoy hay visitas en el penal de Marcos Paz para ver a Devido , quien se anota? la esposa dice que Julio comparte su celda con ratas todas las noches. Mi solidaridad con los roedores no se merecen convivir con semejante escoria",https://www.lanacion.com.ar/2181776-despues-de-10-anos-se-va-el-barco-que-le-costo-al-pais-us1200-millones,alapipeta4,Diego Cabot,Economía,"Después de 10 años, se va el barco que le costó al país US$1200 millones",,,225,184
46679,True,18:44 15/10/2018,,651,0.0,@cborja @JamesJohnJoyce gano Hillary........mamita que tremendos bestias que hay en este foro,https://www.lanacion.com.ar/2181893-el-macrismo-sale-caza-nuevos-militantes-prepara,gguasoncito1,Alan Soria Guadalupe,Política,El macrismo sale a reclutar nuevos militantes y prepara el terreno para la campaña,,,93,82
49050,False,20:36 16/10/2018,2.0,680,0.0,No salen de sus mansiones sin estar rodeados de heladeras marrones que los custodian... por qué será?... por trigo limpio seguro que no!!,https://www.lanacion.com.ar/2182302-moyano-celebro-fallo-del-juez-desafia-ahora,Ossie_Mu,Nicolás Balinotti,Política,Moyano celebró el fallo del juez y desafía ahora con paritarias de 42%,,,137,115
51431,False,21:49 17/10/2018,1.0,708,6.0,"Cínica e ignorante.  Tendría que haber dicho   ""necesitamos a los empresarios para seguir saqueándolos"". ¿Acaso ignora la gobernadora que su Provincia es el reino del terrorismo fiscal?  ¿La gobernadora en persona acaso no RATIFICÓ A TODO EL EQUIPO TERRORISTA DE ARBA DEL SCIOLISMO,  desde el último vago hasta su jefe, Fossati?   ¿se enteró la gobernadora del fallo, hoy de la Cámara en lo Contencioso Administrativo Federal ratificando el artículo 189 de la ley terrorista fiscal 27430,  que le permite a los animales de la AFIP suspender la CUIT y privar de todos los derechos y capacidad de trabajo a cualquier contribuyente?     Sólo los sostiene el miedo de la clase media a Cristina,  porque si no hoy tendrían a toda la gente en las calles contra Ustedes,  manga de bestias. ",https://www.lanacion.com.ar/2182714-maria-eugenia-vidal-coloquio-idea-el-cambio,rebelionfiscal,Maia Jastreblansky,Política,"Vidal reclamó a los hombres de negocios que no se ubiquen ""del lado de la vereda que es cómplice""",,,783,640
52319,False,09:04 19/10/2018,12.0,717,3.0,"Porque no aprenden del rugby, un deporte de bestias jugado por caballeros, en cambio el futbol es un deporte más delicado jugado y alentado por bestias.",https://www.lanacion.com.ar/2183071-una-derrota-olimpica-futsal-argentino-no-entendio,enriquefrias,Claudio Cerviño,Deportes,Una derrota olímpica: el Futsal argentino no entendió el espíritu de los Juegos,,,152,127
53759,True,14:15 19/10/2018,,746,0.0,@DogOut Lo fueron... Aca el poblema es siempre la horda negroide interfiriendo... Si hasta parecería que protegian a la pareja de chimpancés asesinos.... Por eso: PALO y PALO.,https://www.lanacion.com.ar/2183027-san-miguel-vecinos-tiraron-piedras-se-enfrentaron,abertello,,Sociedad,San Miguel: vecinos tiraron piedras y se enfrentaron a la policía luego de la aparición del cuerpo de Sheila Ayala,,,175,148
53762,True,14:17 19/10/2018,,746,0.0,"@cecilR ..la tiene... desde el punto de vista de la monada negroide... estan ""protegiendo"" su ""territorio"".... y a la parejita de neanderthales drogones.",https://www.lanacion.com.ar/2183027-san-miguel-vecinos-tiraron-piedras-se-enfrentaron,abertello,,Sociedad,San Miguel: vecinos tiraron piedras y se enfrentaron a la policía luego de la aparición del cuerpo de Sheila Ayala,,,153,131
53797,True,08:25 19/10/2018,8.0,746,3.0,"@Derniesen1 No, eso es latinoamérica metida dentro de Argentina que es distinto... Ahá, gracias al peronismo que le abrió las puertas de las fronteras a todo éste simiaje limítrofe!!",https://www.lanacion.com.ar/2183027-san-miguel-vecinos-tiraron-piedras-se-enfrentaron,Hugojun,,Sociedad,San Miguel: vecinos tiraron piedras y se enfrentaron a la policía luego de la aparición del cuerpo de Sheila Ayala,,,182,154
53812,True,08:35 19/10/2018,8.0,746,0.0,@agapitoperez ...no los insultes. Los aborigenes nativos eran mas civilizados e instruidos que esta horda de mandriles...,https://www.lanacion.com.ar/2183027-san-miguel-vecinos-tiraron-piedras-se-enfrentaron,abertello,,Sociedad,San Miguel: vecinos tiraron piedras y se enfrentaron a la policía luego de la aparición del cuerpo de Sheila Ayala,,,121,105
54249,False,21:31 18/10/2018,6.0,746,0.0,"Y a estos cimarrones abrigaba Zaffaroni, su ku lo daba para todo ",https://www.lanacion.com.ar/2183027-san-miguel-vecinos-tiraron-piedras-se-enfrentaron,nesfer24,,Sociedad,San Miguel: vecinos tiraron piedras y se enfrentaron a la policía luego de la aparición del cuerpo de Sheila Ayala,,,65,53
54345,True,20:49 18/10/2018,1.0,746,11.0,"@JamesJohnJoyce ¿Cuántos foristas son marrones?

¿Entendés que solo le hablás a blancos?

Esa es la tragedia argentina. Blancos de izquierda que le hablan a los demás blancos de los marrones que no sirven para nada...",https://www.lanacion.com.ar/2183027-san-miguel-vecinos-tiraron-piedras-se-enfrentaron,Fela_Kuti,,Sociedad,San Miguel: vecinos tiraron piedras y se enfrentaron a la policía luego de la aparición del cuerpo de Sheila Ayala,,,229,197
54630,False,19:43 18/10/2018,3.0,746,1.0,Despuès los llamas cimarrones y se te enojan ,https://www.lanacion.com.ar/2183027-san-miguel-vecinos-tiraron-piedras-se-enfrentaron,nesfer24,,Sociedad,San Miguel: vecinos tiraron piedras y se enfrentaron a la policía luego de la aparición del cuerpo de Sheila Ayala,,,45,37
54647,True,19:41 18/10/2018,2.0,746,0.0,A los marrones claro y oscuro también...,https://www.lanacion.com.ar/2183027-san-miguel-vecinos-tiraron-piedras-se-enfrentaron,unode2,,Sociedad,San Miguel: vecinos tiraron piedras y se enfrentaron a la policía luego de la aparición del cuerpo de Sheila Ayala,,,40,34
54710,False,19:27 18/10/2018,2.0,746,0.0,"Podemos vender un tour de la angustia a turistas extranjeros de paises en serio...El mismo consiste en excursiones en el CONURBANO BONAERENSE, pero con la debida aclaracion que son mas peligrosos e inentendibles que los de la Sabana Africana con todas sus bestias salvajes, aqui son peores.",https://www.lanacion.com.ar/2183027-san-miguel-vecinos-tiraron-piedras-se-enfrentaron,RaulOsma,,Sociedad,San Miguel: vecinos tiraron piedras y se enfrentaron a la policía luego de la aparición del cuerpo de Sheila Ayala,,,290,244
54712,False,19:26 18/10/2018,1.0,746,0.0,"En las otras notas sobre este inocentr angelito no se puede comentar, asi que lo que tengo que decir lo dire aca: NO ME IMPORTA QUIEN LO HAYA HECHO, PERO ESE ES UNA MER.DE, NI LAS BESTIAS TOCAN A SUS CRIAS!!!!!!!!!!.",https://www.lanacion.com.ar/2183027-san-miguel-vecinos-tiraron-piedras-se-enfrentaron,hector_umansky,,Sociedad,San Miguel: vecinos tiraron piedras y se enfrentaron a la policía luego de la aparición del cuerpo de Sheila Ayala,,,216,176
55279,True,23:54 19/10/2018,2.0,752,0.0,@Vicente A los cimarrones los pone en 2 patas,https://www.lanacion.com.ar/2183387-macri-habla-cierre-del-coloquio-idea,nesfer24,,Economía,"Macri apuntó contra Moyano: ""No podemos tener métodos mafiosos en todo el sistema logístico""",,,45,37
57149,True,19:46 19/10/2018,2.0,768,0.0,"@xxxyyzz1 Los paíse que muy bien menciona fueron devastados una vez por guerras terribles. Nosotros venimos siendo devastados, desangrados y violados sistemáticamente por la plaga más destructiva que se conozca desde hace 73 añitos recién cumplidos apenas hace 2 días.",https://www.lanacion.com.ar/2183375-miguel-pichetto-idea-los-empresarios-van-parar,mallatia08,Maia Jastreblansky,Política,"Miguel Pichetto en IDEA: ""Los empresarios van a parar las inversiones hasta que se aclare la cuestión electoral""",,,268,229
60757,True,13:57 21/10/2018,,818,0.0,@cgarcia295 @agapitoperez jajajajaj!! nos diviertes.. en USA... mira el PORCENTAJE de ABORIGENES.. jajjajjj,https://www.lanacion.com.ar/2183826-caravana-inmigrantes-donald-trump-honduras-guatemala-mexico,agapitoperez,,El Mundo,"La caravana de inmigrantes desafía a Trump, cruza a México de forma ilegal y sigue hacia EE.UU.",,,107,95
63464,True,23:37 22/10/2018,13.0,862,0.0,"@-predator NO seas CRETINO!! la pobre chica NO buscó nada... La pobre tenía padres y tíos q son bestias humanas y encima
adictos a drogas y alcohol. Tenemos en Argentina un buen porcentaje de ""humanoides"" q NO tienen el menor sentido de familia ni de moral... Qué harán ahora los 3 hijos q ya tenía esta hiena más pobre bebé que nació ahora ??? Me parece q por lo q escribiste vos tampoco tenés ningún sentimiento de familiani de cariño por los chicos.",https://www.lanacion.com.ar/2184246-en-su-intento-defensa-sheila-tambien-le,caia45,Gabriel Di Nicola,Sociedad,Sospechan que Sheila también le provocó lesiones de defensa a su tía,,,455,374
64906,True,20:36 23/10/2018,,889,0.0,"Shhhh pardo..
Shhhhhh",https://www.lanacion.com.ar/2184466-con-mas-concesiones-al-pj-oficialismo-avanza,melanee,Laura Serra,Política,"Con más concesiones al PJ, el oficialismo avanza con el dictamen de la ley de presupuesto",,,24,23
